worker_id,platform,city_tier,avg_monthly_income,income_stability,income_velocity,working_hours,order_completion,platform_rating,fuel_ratio,expense_ratio,savings_ratio,gig_tenure_months,failed_autopays,credit_score,recommended_loan,risk_category,default_probability
GIG-12634,Swiggy,Tier 1,32952.95,0.962,7.49,41,0.849,4.59,0.128,0.644,0.133,23,0,743,90000,Low Risk,0.0368
GIG-12635,Uber,Tier 2,17521.23,0.523,8.24,37,0.978,3.86,0.152,0.672,0.105,19,0,652,42000,Moderate Risk,0.0763
GIG-12636,Blinkit,Tier 1,26949.01,0.315,12.27,49,0.888,4.26,0.232,0.341,0.342,16,0,636,63000,High Risk,0.2458
GIG-12637,Zomato,Tier 3,21612.66,0.564,8.58,30,0.917,4.53,0.204,0.402,0.304,23,0,672,53000,Moderate Risk,0.0834
GIG-12638,Blinkit,Tier 1,35355.06,0.752,10.24,43,0.834,4.75,0.341,0.654,0.02,26,0,679,88000,Moderate Risk,0.0816
GIG-12639,Porter,Tier 3,42581.47,0.808,10.61,29,0.935,3.84,0.299,0.461,0.175,13,0,729,114000,Moderate Risk,0.0848
GIG-12640,Urban Company,Tier 1,11000.0,0.594,32.58,34,0.862,4.42,0.134,0.654,0.155,4,0,661,27000,Moderate Risk,0.0602
GIG-12641,Zepto,Tier 2,24318.11,0.723,9.2,53,0.789,4.27,0.293,0.453,0.172,52,1,633,56000,High Risk,0.1546
GIG-12642,Uber,Tier 2,17107.23,0.727,-2.17,40,0.904,4.12,0.349,0.511,0.039,23,0,605,38000,High Risk,0.1753
GIG-12643,Uber,Tier 1,26947.17,0.744,-2.68,52,0.925,4.87,0.215,0.336,0.319,50,1,646,64000,Moderate Risk,0.1095
GIG-12644,Blinkit,Tier 3,34450.09,0.823,6.35,57,0.934,4.94,0.133,0.453,0.348,48,0,737,93000,Moderate Risk,0.0812
GIG-12645,Urban Company,Tier 2,24223.28,0.082,4.77,48,0.862,4.55,0.346,0.382,0.136,60,0,573,51000,High Risk,0.1533
GIG-12646,Urban Company,Tier 3,39023.39,0.829,-9.82,38,0.85,4.06,0.268,0.312,0.311,45,0,708,101000,Moderate Risk,0.1049
GIG-12647,Uber,Tier 3,28050.76,0.526,9.44,48,0.978,4.51,0.257,0.352,0.292,49,0,642,66000,Moderate Risk,0.1223
GIG-12648,Porter,Tier 2,14214.28,0.243,-0.9,62,0.788,4.23,0.379,0.482,0.037,47,0,543,28000,Very High Risk,0.4925
GIG-12649,Swiggy,Tier 3,32047.32,0.497,14.55,51,0.788,3.93,0.135,0.528,0.275,33,0,674,79000,Moderate Risk,0.1176
GIG-12650,Zomato,Tier 1,31999.36,0.749,-2.38,40,0.8,4.75,0.315,0.363,0.216,46,1,646,76000,Moderate Risk,0.0656
GIG-12651,Swiggy,Tier 2,26228.58,0.256,0.44,35,0.988,4.23,0.256,0.698,0.02,4,0,576,55000,High Risk,0.2338
GIG-12652,Zepto,Tier 3,24197.82,0.654,12.34,53,0.812,4.49,0.218,0.314,0.406,56,0,685,61000,Moderate Risk,0.0792
GIG-12653,Ola,Tier 2,18596.3,0.901,4.28,57,0.935,3.74,0.319,0.372,0.237,25,0,643,44000,Moderate Risk,0.0831
GIG-12654,Swiggy,Tier 2,30756.02,0.632,6.28,36,0.915,4.49,0.319,0.517,0.039,6,0,645,73000,Moderate Risk,0.1366
GIG-12655,Ola,Tier 3,24765.52,0.268,11.36,49,0.934,4.95,0.178,0.502,0.195,36,0,645,59000,Moderate Risk,0.0644
GIG-12656,Ola,Tier 2,29901.78,0.265,-3.83,52,0.898,3.81,0.383,0.49,0.06,15,0,579,63000,High Risk,0.189
GIG-12657,Zomato,Tier 1,27495.54,0.027,6.87,58,0.891,4.13,0.364,0.656,0.02,37,0,534,54000,Very High Risk,0.5185
GIG-12658,Porter,Tier 3,11000.0,0.872,-8.38,39,0.858,4.56,0.302,0.54,0.096,45,0,645,26000,Moderate Risk,0.1321
GIG-12659,Swiggy,Tier 3,26009.87,0.348,7.66,48,0.986,3.67,0.278,0.331,0.325,28,0,625,60000,High Risk,0.1627
GIG-12660,Ola,Tier 2,39261.29,0.889,1.55,55,0.936,3.91,0.125,0.395,0.373,23,0,731,105000,Moderate Risk,0.1127
GIG-12661,Zomato,Tier 3,20297.14,0.554,29.16,42,0.965,4.07,0.247,0.567,0.069,26,0,633,47000,High Risk,0.2411
GIG-12662,Zepto,Tier 1,37073.98,0.349,17.85,38,0.831,4.51,0.301,0.387,0.174,48,0,640,87000,Moderate Risk,0.0702
GIG-12663,Zepto,Tier 2,29625.01,0.132,16.88,47,0.966,3.93,0.161,0.483,0.21,27,0,600,65000,High Risk,0.2788
GIG-12664,Blinkit,Tier 1,25996.87,0.436,-0.24,41,0.95,3.82,0.166,0.471,0.275,21,3,471,45000,Very High Risk,0.5151
GIG-12665,Blinkit,Tier 2,31929.38,0.819,-8.01,42,0.87,4.1,0.395,0.436,0.116,22,0,634,74000,High Risk,0.2943
GIG-12666,Porter,Tier 3,32483.09,0.783,2.98,35,0.906,4.78,0.338,0.566,0.02,8,0,680,81000,Moderate Risk,0.0763
GIG-12667,Ola,Tier 3,27423.35,0.276,18.63,18,0.973,3.51,0.136,0.497,0.284,59,0,622,63000,High Risk,0.3496
GIG-12668,Porter,Tier 3,31375.74,0.651,-2.52,54,0.983,4.2,0.187,0.507,0.157,29,0,657,76000,Moderate Risk,0.1094
GIG-12669,Porter,Tier 2,19953.45,0.388,0.61,40,0.787,4.76,0.236,0.372,0.333,13,0,634,46000,High Risk,0.18
GIG-12670,Zepto,Tier 3,41269.49,0.919,4.77,43,0.844,3.91,0.378,0.573,0.02,60,0,706,107000,Moderate Risk,0.0981
GIG-12671,Zepto,Tier 1,33483.91,0.68,2.42,18,0.811,4.08,0.337,0.447,0.135,56,1,594,73000,High Risk,0.3477
GIG-12672,Swiggy,Tier 1,32252.92,0.66,17.15,47,0.94,3.82,0.394,0.479,0.061,16,1,624,74000,High Risk,0.2213
GIG-12673,Urban Company,Tier 2,23356.62,0.226,-3.16,66,0.95,4.03,0.316,0.44,0.13,58,0,550,47000,High Risk,0.3456
GIG-12674,Blinkit,Tier 1,28080.29,0.452,24.26,37,0.944,3.83,0.352,0.494,0.097,40,0,629,65000,High Risk,0.3286
GIG-12675,Zepto,Tier 1,18264.56,0.54,14.94,40,0.864,4.61,0.258,0.462,0.193,3,0,640,43000,Moderate Risk,0.0855
GIG-12676,Zepto,Tier 3,23003.1,0.352,-5.92,51,0.823,4.5,0.177,0.35,0.33,20,0,624,53000,High Risk,0.1956
GIG-12677,Zepto,Tier 1,27299.45,0.163,-11.89,53,0.897,4.03,0.375,0.321,0.245,38,4,353,35000,Very High Risk,0.6142
GIG-12678,Porter,Tier 3,31412.05,0.901,7.39,50,0.914,3.72,0.263,0.323,0.289,39,0,709,82000,Moderate Risk,0.0896
GIG-12679,Uber,Tier 1,16701.1,0.395,11.8,49,0.881,4.49,0.154,0.354,0.406,14,0,626,38000,High Risk,0.2739
GIG-12680,Zepto,Tier 2,39548.22,0.526,17.48,39,0.798,4.18,0.272,0.546,0.126,38,0,655,95000,Moderate Risk,0.0936
GIG-12681,Porter,Tier 1,32713.22,0.718,3.81,55,0.962,3.57,0.395,0.486,0.02,55,0,629,75000,High Risk,0.197
GIG-12682,Urban Company,Tier 3,20991.78,0.529,-3.4,29,0.877,3.87,0.365,0.337,0.178,22,0,599,46000,High Risk,0.316
GIG-12683,Porter,Tier 3,14996.91,0.214,10.13,42,0.91,4.15,0.289,0.483,0.087,50,0,563,31000,High Risk,0.2746
GIG-12684,Porter,Tier 1,20978.54,0.105,4.82,29,0.834,4.04,0.13,0.364,0.416,4,0,582,45000,High Risk,0.2998
GIG-12685,Zomato,Tier 1,21911.09,0.723,1.92,42,0.923,4.85,0.163,0.329,0.365,19,0,691,56000,Moderate Risk,0.1242
GIG-12686,Urban Company,Tier 3,27352.88,0.471,8.4,63,0.9,4.97,0.166,0.563,0.175,56,0,672,67000,Moderate Risk,0.1285
GIG-12687,Porter,Tier 1,37868.41,0.6,-8.53,36,0.896,4.47,0.297,0.682,0.02,44,0,653,91000,Moderate Risk,0.0601
GIG-12688,Urban Company,Tier 2,41307.23,0.769,-0.53,41,0.823,3.76,0.191,0.394,0.317,14,0,680,103000,Moderate Risk,0.1252
GIG-12689,Porter,Tier 3,34004.47,0.639,2.12,37,0.915,4.27,0.193,0.607,0.137,44,0,650,81000,Moderate Risk,0.1143
GIG-12690,Ola,Tier 1,32798.86,0.888,-8.58,40,0.952,4.97,0.372,0.438,0.069,10,0,692,83000,Moderate Risk,0.1229
GIG-12691,Urban Company,Tier 2,31198.37,0.659,0.12,33,0.817,4.7,0.392,0.333,0.21,7,0,650,74000,Moderate Risk,0.1007
GIG-12692,Blinkit,Tier 3,20057.45,0.459,-4.76,30,0.942,4.45,0.291,0.63,0.02,33,0,590,43000,High Risk,0.2741
GIG-12693,Zepto,Tier 2,28887.42,0.47,12.46,46,0.825,4.17,0.171,0.389,0.369,43,0,654,69000,Moderate Risk,0.0708
GIG-12694,Porter,Tier 3,23425.18,0.543,16.46,47,0.954,4.83,0.207,0.428,0.305,55,1,621,53000,High Risk,0.2051
GIG-12695,Swiggy,Tier 2,34240.05,0.693,19.42,48,0.852,3.91,0.166,0.672,0.094,35,0,693,87000,Moderate Risk,0.0754
GIG-12696,Zomato,Tier 2,30988.89,0.741,5.16,42,0.876,3.69,0.13,0.427,0.376,13,0,714,81000,Moderate Risk,0.0718
GIG-12697,Zomato,Tier 1,36720.86,0.928,16.96,51,0.926,4.17,0.129,0.406,0.342,23,0,754,102000,Low Risk,0.0274
GIG-12698,Porter,Tier 3,35320.07,0.921,2.7,32,0.944,4.2,0.418,0.31,0.203,11,0,711,92000,Moderate Risk,0.1156
GIG-12699,Blinkit,Tier 1,31260.13,0.618,3.33,58,0.91,3.95,0.209,0.458,0.276,6,2,564,65000,High Risk,0.1866
GIG-12700,Urban Company,Tier 2,32307.19,0.749,18.98,22,0.95,3.86,0.378,0.516,0.02,29,0,695,82000,Moderate Risk,0.1349
GIG-12701,Blinkit,Tier 1,35682.58,0.848,10.75,37,0.841,4.65,0.159,0.629,0.099,21,0,731,96000,Moderate Risk,0.0783
GIG-12702,Urban Company,Tier 3,32925.39,0.934,-1.15,33,0.947,4.81,0.138,0.609,0.118,43,4,539,65000,Very High Risk,0.4408
GIG-12703,Swiggy,Tier 3,30806.57,0.581,38.37,50,0.837,4.46,0.269,0.407,0.255,15,2,625,71000,High Risk,0.2623
GIG-12704,Uber,Tier 1,38679.32,0.876,10.16,47,0.923,4.07,0.228,0.36,0.272,41,0,730,104000,Moderate Risk,0.0978
GIG-12705,Uber,Tier 3,19122.22,0.755,1.25,47,0.938,4.8,0.358,0.35,0.165,23,0,628,44000,High Risk,0.2438
GIG-12706,Blinkit,Tier 3,26830.38,0.615,6.03,52,0.979,4.95,0.39,0.694,0.02,54,3,502,49000,Very High Risk,0.5782
GIG-12707,Urban Company,Tier 2,25571.42,0.42,12.56,63,0.942,4.28,0.185,0.671,0.02,46,0,621,58000,High Risk,0.3124
GIG-12708,Blinkit,Tier 1,17399.75,0.218,14.78,43,0.844,3.95,0.389,0.43,0.08,37,0,577,37000,High Risk,0.1919
GIG-12709,Blinkit,Tier 1,21991.94,0.14,18.18,34,0.799,4.37,0.407,0.635,0.02,3,0,566,46000,High Risk,0.3294
GIG-12710,Uber,Tier 3,33415.88,0.841,-4.35,32,0.916,4.19,0.399,0.364,0.116,21,0,674,83000,Moderate Risk,0.1387
GIG-12711,Blinkit,Tier 2,36367.29,0.801,-3.38,30,0.904,4.34,0.277,0.336,0.244,29,0,692,92000,Moderate Risk,0.0811
GIG-12712,Blinkit,Tier 1,19018.62,0.464,1.61,49,0.817,4.7,0.243,0.544,0.117,9,2,498,35000,Very High Risk,0.3719
GIG-12713,Ola,Tier 1,34836.44,0.855,4.55,32,0.908,4.66,0.32,0.427,0.189,35,1,661,84000,Moderate Risk,0.0859
GIG-12714,Ola,Tier 1,28437.66,0.339,6.56,53,0.895,4.67,0.258,0.302,0.368,53,4,453,47000,Very High Risk,0.4978
GIG-12715,Swiggy,Tier 2,34298.79,0.911,14.59,51,0.858,3.6,0.149,0.359,0.352,32,0,730,92000,Moderate Risk,0.1333
GIG-12716,Swiggy,Tier 1,31204.13,0.706,-11.74,38,0.984,3.59,0.174,0.571,0.189,55,0,642,73000,Moderate Risk,0.0723
GIG-12717,Uber,Tier 1,27914.86,0.03,-0.29,39,0.982,4.53,0.166,0.688,0.059,33,3,427,44000,Very High Risk,0.3951
GIG-12718,Blinkit,Tier 2,31610.33,0.459,2.97,25,0.918,3.97,0.187,0.332,0.425,47,0,670,78000,Moderate Risk,0.1189
GIG-12719,Blinkit,Tier 1,22752.89,0.153,7.21,62,0.93,4.8,0.305,0.47,0.164,55,1,578,48000,High Risk,0.1757
GIG-12720,Porter,Tier 3,29735.52,0.482,10.57,48,0.788,4.35,0.344,0.677,0.02,36,1,592,65000,High Risk,0.291
GIG-12721,Blinkit,Tier 1,21944.71,0.411,-2.96,48,0.966,3.81,0.196,0.555,0.116,48,0,606,49000,High Risk,0.1521
GIG-12722,Urban Company,Tier 1,35984.7,0.779,-1.75,42,0.827,4.08,0.154,0.346,0.367,50,0,709,94000,Moderate Risk,0.1151
GIG-12723,Swiggy,Tier 1,25877.01,0.668,15.66,43,0.91,4.89,0.137,0.324,0.434,11,3,589,56000,High Risk,0.1941
GIG-12724,Uber,Tier 3,22523.71,0.348,0.08,39,0.798,4.39,0.276,0.507,0.156,17,0,605,50000,High Risk,0.1801
GIG-12725,Urban Company,Tier 1,22607.51,0.31,10.76,46,0.958,3.69,0.295,0.458,0.153,16,2,493,41000,Very High Risk,0.5431
GIG-12726,Uber,Tier 1,37213.41,0.96,1.95,52,0.903,4.47,0.352,0.599,0.02,30,0,721,98000,Moderate Risk,0.0811
GIG-12727,Swiggy,Tier 1,22313.57,0.443,-0.31,46,0.974,4.41,0.334,0.617,0.02,4,0,582,48000,High Risk,0.2118
GIG-12728,Porter,Tier 2,22030.66,0.235,7.64,59,0.944,3.87,0.209,0.513,0.184,5,0,571,46000,High Risk,0.2509
GIG-12729,Ola,Tier 1,26466.63,0.317,16.35,50,0.805,4.26,0.289,0.309,0.311,5,1,595,58000,High Risk,0.2442
GIG-12730,Zomato,Tier 2,30686.41,0.725,14.79,49,0.899,3.78,0.368,0.425,0.103,10,0,694,78000,Moderate Risk,0.1157
GIG-12731,Urban Company,Tier 1,36979.85,0.911,-6.38,43,0.903,4.87,0.276,0.401,0.235,7,0,728,99000,Moderate Risk,0.1172
GIG-12732,Urban Company,Tier 3,36350.7,0.79,1.12,50,0.913,4.1,0.397,0.46,0.062,3,1,591,79000,High Risk,0.1773
GIG-12733,Swiggy,Tier 1,24276.92,0.297,0.1,31,0.97,3.9,0.311,0.678,0.02,41,0,578,51000,High Risk,0.1637
GIG-12734,Ola,Tier 3,29882.26,0.883,2.5,41,0.914,3.65,0.161,0.504,0.223,60,0,680,75000,Moderate Risk,0.0626
GIG-12735,Ola,Tier 1,31053.79,0.325,3.93,44,0.915,3.99,0.342,0.582,0.02,45,0,570,65000,High Risk,0.1523
GIG-12736,Blinkit,Tier 1,22437.62,0.211,-7.29,47,0.956,4.22,0.145,0.449,0.314,8,3,455,37000,Very High Risk,0.5523
GIG-12737,Uber,Tier 3,37722.32,0.937,10.61,52,0.867,4.31,0.212,0.48,0.237,20,1,703,97000,Moderate Risk,0.0994
GIG-12738,Blinkit,Tier 2,23731.54,0.472,-7.47,29,0.959,4.13,0.304,0.546,0.039,13,0,579,50000,High Risk,0.3145
GIG-12739,Ola,Tier 3,25294.35,0.465,4.53,35,0.875,4.09,0.355,0.355,0.186,39,2,535,50000,Very High Risk,0.6634
GIG-12740,Swiggy,Tier 1,25115.17,0.498,8.52,48,0.898,3.98,0.325,0.325,0.295,55,0,630,58000,High Risk,0.1888
GIG-12741,Zomato,Tier 3,28791.37,0.238,5.52,50,0.983,3.91,0.182,0.435,0.327,16,1,567,60000,High Risk,0.3359
GIG-12742,Ola,Tier 2,38342.43,0.586,-8.75,21,0.938,4.24,0.225,0.583,0.095,13,0,633,89000,High Risk,0.3281
GIG-12743,Zomato,Tier 3,26425.16,0.488,26.16,44,0.899,3.95,0.186,0.332,0.429,9,0,675,65000,Moderate Risk,0.1194
GIG-12744,Ola,Tier 3,26958.83,0.823,17.22,53,0.863,4.06,0.167,0.601,0.122,57,0,709,70000,Moderate Risk,0.0902
GIG-12745,Porter,Tier 2,27146.09,0.725,10.62,53,0.925,4.07,0.35,0.659,0.02,47,0,655,65000,Moderate Risk,0.1305
GIG-12746,Uber,Tier 2,20466.42,0.167,3.71,55,0.864,3.63,0.286,0.348,0.314,46,1,537,40000,Very High Risk,0.4972
GIG-12747,Swiggy,Tier 1,44662.76,0.809,21.59,46,0.979,3.55,0.393,0.452,0.084,56,0,712,117000,Moderate Risk,0.1217
GIG-12748,Blinkit,Tier 2,38123.61,0.835,8.5,47,0.918,3.75,0.235,0.605,0.081,30,2,599,84000,High Risk,0.3329
GIG-12749,Ola,Tier 3,44654.01,0.885,-8.44,46,0.79,4.31,0.223,0.626,0.067,17,0,706,116000,Moderate Risk,0.0733
GIG-12750,Zepto,Tier 1,13837.97,0.286,18.08,46,0.972,4.73,0.285,0.505,0.066,51,0,619,31000,High Risk,0.2928
GIG-12751,Blinkit,Tier 1,29939.36,0.423,21.66,35,0.869,4.73,0.154,0.337,0.369,32,0,688,76000,Moderate Risk,0.0642
GIG-12752,Swiggy,Tier 3,29877.04,0.383,20.6,42,0.849,4.33,0.163,0.301,0.478,11,0,693,76000,Moderate Risk,0.1106
GIG-12753,Porter,Tier 2,30163.49,0.767,-23.49,33,0.921,3.54,0.191,0.383,0.282,48,0,640,71000,Moderate Risk,0.1313
GIG-12754,Urban Company,Tier 3,30738.78,0.766,-1.24,50,0.866,4.38,0.3,0.387,0.196,49,0,701,79000,Moderate Risk,0.0992
GIG-12755,Zomato,Tier 1,21071.87,0.196,3.7,42,0.879,4.45,0.339,0.301,0.224,23,3,469,36000,Very High Risk,0.4014
GIG-12756,Porter,Tier 1,27804.92,0.49,25.02,25,0.964,4.34,0.265,0.486,0.105,27,0,653,67000,Moderate Risk,0.0716
GIG-12757,Urban Company,Tier 2,14137.18,0.393,3.63,54,0.827,3.55,0.149,0.413,0.353,41,1,530,27000,Very High Risk,0.4518
GIG-12758,Urban Company,Tier 3,27816.12,0.832,8.51,40,0.864,3.66,0.394,0.432,0.051,56,0,659,67000,Moderate Risk,0.0703
GIG-12759,Porter,Tier 1,35157.56,0.518,-7.57,37,0.894,4.81,0.38,0.534,0.02,38,0,628,81000,High Risk,0.2457
GIG-12760,Zepto,Tier 2,23977.53,0.684,-8.03,51,0.87,3.79,0.363,0.325,0.179,57,0,595,52000,High Risk,0.2492
GIG-12761,Zepto,Tier 1,37258.58,0.182,-0.47,20,0.832,4.62,0.374,0.686,0.02,57,0,622,85000,High Risk,0.2197
GIG-12762,Swiggy,Tier 2,19572.99,0.336,-3.11,42,0.976,4.89,0.253,0.387,0.221,46,0,606,43000,High Risk,0.1869
GIG-12763,Blinkit,Tier 1,13959.28,0.456,-13.05,45,0.846,3.56,0.135,0.587,0.217,3,0,562,29000,High Risk,0.2192
GIG-12764,Porter,Tier 3,36314.09,0.606,23.16,33,0.806,4.32,0.199,0.413,0.325,9,0,759,101000,Low Risk,0.0222
GIG-12765,Zepto,Tier 2,24322.59,0.237,9.61,56,0.961,3.74,0.234,0.345,0.349,36,0,612,55000,High Risk,0.2161
GIG-12766,Swiggy,Tier 1,35535.39,0.963,-1.31,33,0.976,4.94,0.214,0.558,0.154,12,0,724,94000,Moderate Risk,0.128
GIG-12767,Zepto,Tier 2,39721.48,0.665,4.76,49,0.813,4.95,0.207,0.464,0.271,47,0,720,105000,Moderate Risk,0.1046
GIG-12768,Swiggy,Tier 3,16269.68,0.384,3.75,47,0.807,4.13,0.128,0.653,0.145,60,0,594,35000,High Risk,0.1578
GIG-12769,Uber,Tier 1,20041.82,0.295,10.23,39,0.822,3.51,0.277,0.346,0.257,26,0,590,43000,High Risk,0.2633
GIG-12770,Ola,Tier 2,38688.64,0.753,0.71,21,0.828,4.68,0.402,0.473,0.02,15,1,624,89000,High Risk,0.2455
GIG-12771,Zepto,Tier 1,25016.83,0.047,-0.44,47,0.929,4.87,0.349,0.377,0.215,17,0,554,51000,High Risk,0.2928
GIG-12772,Zepto,Tier 3,29570.35,0.679,12.24,46,0.886,4.59,0.318,0.323,0.236,34,0,703,76000,Moderate Risk,0.1353
GIG-12773,Urban Company,Tier 3,27596.53,0.322,-6.53,45,0.851,4.17,0.381,0.384,0.156,52,1,554,56000,High Risk,0.3371
GIG-12774,Urban Company,Tier 3,18124.2,0.612,9.35,37,0.877,3.68,0.212,0.387,0.3,28,0,651,43000,Moderate Risk,0.0907
GIG-12775,Blinkit,Tier 2,35521.83,0.531,19.15,54,0.86,4.27,0.343,0.319,0.283,45,0,690,90000,Moderate Risk,0.0717
GIG-12776,Zepto,Tier 2,14308.56,0.255,15.49,29,0.921,4.63,0.373,0.413,0.161,35,0,592,31000,High Risk,0.3212
GIG-12777,Urban Company,Tier 1,25045.28,0.119,-0.13,46,0.918,4.52,0.348,0.436,0.11,52,0,561,52000,High Risk,0.3169
GIG-12778,Porter,Tier 1,16467.65,0.509,31.93,26,0.856,3.9,0.292,0.351,0.215,10,0,677,41000,Moderate Risk,0.1196
GIG-12779,Urban Company,Tier 2,19729.19,0.177,14.12,53,0.932,4.55,0.201,0.617,0.096,34,0,580,42000,High Risk,0.2075
GIG-12780,Ola,Tier 3,26332.74,0.094,1.6,42,0.884,3.75,0.155,0.481,0.256,11,1,525,51000,Very High Risk,0.6993
GIG-12781,Zomato,Tier 1,22345.16,0.292,8.21,48,0.843,3.93,0.136,0.32,0.427,50,0,611,50000,High Risk,0.2155
GIG-12782,Zomato,Tier 1,15769.78,0.514,14.92,48,0.888,3.77,0.325,0.668,0.02,34,0,586,34000,High Risk,0.1951
GIG-12783,Zomato,Tier 1,25808.48,0.514,7.48,33,0.828,3.53,0.145,0.584,0.203,27,0,655,62000,Moderate Risk,0.0975
GIG-12784,Blinkit,Tier 1,18562.36,0.286,19.49,42,0.976,4.74,0.237,0.386,0.236,22,0,614,42000,High Risk,0.29
GIG-12785,Swiggy,Tier 1,48962.76,0.913,18.01,63,0.94,4.79,0.186,0.612,0.115,45,0,765,137000,Low Risk,0.034
GIG-12786,Porter,Tier 2,33226.51,0.848,15.1,34,0.907,4.18,0.234,0.433,0.282,15,0,727,89000,Moderate Risk,0.1254
GIG-12787,Urban Company,Tier 3,28359.84,0.649,4.97,44,0.782,3.92,0.251,0.657,0.02,34,0,654,68000,Moderate Risk,0.084
GIG-12788,Porter,Tier 3,27682.7,0.094,-1.86,33,0.911,4.57,0.144,0.317,0.409,19,0,617,63000,High Risk,0.3002
GIG-12789,Blinkit,Tier 3,35553.05,0.967,20.74,39,0.892,4.51,0.208,0.313,0.426,37,2,682,89000,Moderate Risk,0.0793
GIG-12790,Zomato,Tier 1,18763.79,0.39,-6.04,45,0.935,3.63,0.173,0.36,0.323,30,0,611,42000,High Risk,0.1932
GIG-12791,Swiggy,Tier 2,25304.09,0.361,13.17,48,0.954,3.79,0.192,0.326,0.41,31,0,655,61000,Moderate Risk,0.0607
GIG-12792,Blinkit,Tier 2,31712.13,0.563,7.16,44,0.811,4.35,0.223,0.455,0.183,31,0,674,78000,Moderate Risk,0.1023
GIG-12793,Porter,Tier 1,37149.02,0.604,-3.52,41,0.827,3.62,0.277,0.351,0.248,5,0,668,91000,Moderate Risk,0.0669
GIG-12794,Uber,Tier 3,30751.2,0.775,7.66,43,0.945,4.59,0.387,0.608,0.02,45,0,663,75000,Moderate Risk,0.073
GIG-12795,Urban Company,Tier 3,31009.87,0.769,1.46,48,0.928,4.43,0.203,0.391,0.331,13,0,685,78000,Moderate Risk,0.0618
GIG-12796,Porter,Tier 2,20458.43,0.375,15.13,33,0.844,3.97,0.373,0.615,0.02,11,0,606,45000,High Risk,0.1701
GIG-12797,Urban Company,Tier 3,22444.51,0.464,6.46,41,0.946,4.16,0.181,0.67,0.097,27,0,604,50000,High Risk,0.2573
GIG-12798,Porter,Tier 1,11000.0,0.125,4.82,40,0.894,3.91,0.286,0.506,0.123,39,0,529,21000,Very High Risk,0.6273
GIG-12799,Porter,Tier 3,32736.62,0.887,2.45,48,0.857,3.62,0.338,0.638,0.02,38,0,655,79000,Moderate Risk,0.0835
GIG-12800,Porter,Tier 2,29758.39,0.836,12.86,45,0.786,4.51,0.307,0.67,0.02,38,0,673,73000,Moderate Risk,0.1077
GIG-12801,Uber,Tier 3,35069.16,0.229,14.73,35,0.973,3.84,0.142,0.7,0.039,6,1,572,74000,High Risk,0.3127
GIG-12802,Zepto,Tier 2,24762.91,0.376,4.43,46,0.94,4.69,0.236,0.573,0.13,34,0,635,58000,High Risk,0.2831
GIG-12803,Zepto,Tier 3,23980.21,0.499,-14.76,52,0.791,4.12,0.313,0.668,0.02,46,1,525,46000,Very High Risk,0.6899
GIG-12804,Blinkit,Tier 2,25208.76,0.28,16.31,44,0.934,3.85,0.215,0.416,0.241,23,0,628,58000,High Risk,0.2512
GIG-12805,Zomato,Tier 1,22824.04,0.461,3.12,62,0.858,4.68,0.374,0.329,0.219,40,0,640,54000,Moderate Risk,0.0692
GIG-12806,Zomato,Tier 1,22556.21,0.312,-0.74,37,0.931,4.06,0.326,0.506,0.103,56,0,561,46000,High Risk,0.2796
GIG-12807,Blinkit,Tier 2,36195.64,0.75,2.58,60,0.797,4.44,0.261,0.433,0.176,54,0,688,91000,Moderate Risk,0.0969
GIG-12808,Zomato,Tier 3,33054.49,0.85,4.73,61,0.795,4.28,0.127,0.439,0.336,24,0,706,86000,Moderate Risk,0.1346
GIG-12809,Zepto,Tier 1,28171.67,0.087,9.01,35,0.898,3.79,0.19,0.526,0.202,30,1,546,56000,Very High Risk,0.4493
GIG-12810,Blinkit,Tier 2,33625.69,0.422,14.04,50,0.916,3.78,0.205,0.506,0.206,29,0,674,83000,Moderate Risk,0.07
GIG-12811,Blinkit,Tier 1,25235.11,0.54,13.24,52,0.971,3.72,0.161,0.349,0.404,45,0,645,60000,Moderate Risk,0.1098
GIG-12812,Ola,Tier 1,25896.6,0.371,17.2,52,0.97,4.63,0.191,0.394,0.273,18,1,621,59000,High Risk,0.2034
GIG-12813,Urban Company,Tier 3,35307.14,0.716,-9.55,68,0.877,4.32,0.245,0.4,0.239,8,1,660,85000,Moderate Risk,0.1028
GIG-12814,Swiggy,Tier 2,25563.58,0.468,-5.81,45,0.894,4.83,0.222,0.693,0.02,10,1,555,52000,High Risk,0.2305
GIG-12815,Blinkit,Tier 1,38052.16,0.655,-3.31,59,0.822,4.7,0.267,0.527,0.141,4,0,676,94000,Moderate Risk,0.1221
GIG-12816,Blinkit,Tier 1,19401.93,0.145,13.15,34,0.782,3.64,0.303,0.373,0.271,32,0,592,42000,High Risk,0.3138
GIG-12817,Zepto,Tier 3,23261.75,0.081,2.97,39,0.953,4.1,0.307,0.339,0.226,35,0,561,48000,High Risk,0.2749
GIG-12818,Zepto,Tier 2,34565.95,0.805,9.15,36,0.795,4.56,0.217,0.486,0.23,4,0,700,89000,Moderate Risk,0.1122
GIG-12819,Porter,Tier 3,15557.73,0.49,8.85,37,0.784,4.69,0.211,0.347,0.376,4,3,501,29000,Very High Risk,0.6876
GIG-12820,Blinkit,Tier 2,34081.81,0.855,-8.87,28,0.911,4.09,0.132,0.592,0.162,39,0,666,83000,Moderate Risk,0.1193
