employee_id,years_experience,education_level,department,location,performance_rating,certifications,remote_status,annual_salary
EMP0927,0,master,,bengaluru,3,0,onsite,90127
EMP0928,2,master,engineering,delhi,3,4,hybrid,117941
EMP0929,19,bachelor,product,delhi,3,3,hybrid,149153
EMP0930,14,phd,sales,bengaluru,4,2,remote,158321
EMP0931,21,phd,sales,hyderabad,1,4,remote,168431
EMP0932,22,phd,engineering,hyderabad,3,1,remote,182417
EMP0933,19,master,engineering,hyderabad,2,3,hybrid,167757
EMP0934,0,high_school,product,mumbai,1,3,remote,83209
EMP0935,10,master,sales,hyderabad,1,4,onsite,128310
EMP0936,21,,engineering,bengaluru,1,1,remote,147784
EMP0937,22,master,engineering,delhi,5,0,hybrid,178915
EMP0938,0,bachelor,sales,pune,1,1,hybrid,78086
EMP0939,24,bachelor,sales,mumbai,2,4,remote,164842
EMP0940,7,,finance,hyderabad,4,1,onsite,126990
EMP0941,24,bachelor,sales,bengaluru,2,4,hybrid,164953
EMP0942,20,phd,product,delhi,2,1,hybrid,171865
EMP0943,21,,finance,bengaluru,5,2,onsite,160384
EMP0944,24,high_school,product,hyderabad,1,3,hybrid,155874
EMP0945,14,high_school,engineering,mumbai,1,4,remote,134836
EMP0946,6,high_school,product,delhi,1,3,onsite,97482
EMP0947,1,phd,engineering,hyderabad,5,0,remote,123157
EMP0948,10,high_school,sales,pune,2,4,onsite,107545
EMP0949,17,high_school,operations,bengaluru,5,0,remote,132426
EMP0950,7,master,engineering,mumbai,5,2,hybrid,133317
EMP0951,8,phd,engineering,hyderabad,4,1,remote,142019
EMP0952,19,phd,engineering,bengaluru,5,4,remote,192204
EMP0953,0,phd,finance,bengaluru,3,2,remote,104347
EMP0954,5,phd,operations,hyderabad,4,0,remote,116739
EMP0955,19,master,operations,bengaluru,3,1,onsite,151394
EMP0956,10,phd,sales,bengaluru,2,1,hybrid,137824
EMP0957,4,high_school,operations,bengaluru,1,1,hybrid,82252
EMP0958,12,phd,product,delhi,1,1,onsite,144571
EMP0959,4,high_school,sales,mumbai,1,4,remote,98074
EMP0960,24,phd,product,bengaluru,1,3,hybrid,190195
EMP0961,3,,engineering,delhi,3,3,remote,100079
EMP0962,2,phd,finance,bengaluru,2,3,hybrid,108410
EMP0963,13,bachelor,product,pune,5,3,hybrid,140260
EMP0964,2,high_school,sales,hyderabad,5,0,hybrid,86280
EMP0965,12,master,product,pune,3,2,remote,139008
EMP0966,0,master,finance,mumbai,4,0,remote,93303
EMP0967,23,master,sales,hyderabad,3,4,onsite,164574
EMP0968,20,master,operations,pune,1,2,hybrid,144463
EMP0969,15,high_school,sales,hyderabad,2,4,remote,130491
EMP0970,6,phd,product,bengaluru,5,0,onsite,131920
EMP0971,3,phd,finance,pune,4,1,onsite,112089
EMP0972,7,high_school,finance,bengaluru,2,2,hybrid,102651
EMP0973,23,phd,operations,pune,1,0,remote,166067
EMP0974,9,master,engineering,hyderabad,2,4,hybrid,138016
EMP0975,4,high_school,finance,pune,4,0,onsite,79618
EMP0976,14,phd,finance,mumbai,5,2,remote,158307
EMP0977,9,high_school,product,delhi,4,1,remote,110239
EMP0978,7,bachelor,product,mumbai,5,3,onsite,123335
EMP0979,8,high_school,product,pune,5,0,hybrid,111013
EMP0980,1,bachelor,finance,bengaluru,4,4,hybrid,93366
EMP0981,6,phd,engineering,hyderabad,5,4,hybrid,142225
EMP0982,19,phd,finance,pune,2,2,remote,158727
EMP0983,10,phd,operations,delhi,5,0,remote,130909
EMP0984,13,phd,finance,pune,1,3,hybrid,143327
EMP0985,19,master,product,pune,5,1,hybrid,164659
EMP0986,8,bachelor,product,bengaluru,2,2,remote,115459
EMP0987,13,high_school,operations,hyderabad,1,2,hybrid,110457
EMP0988,17,master,sales,mumbai,1,2,onsite,152466
EMP0989,5,master,sales,delhi,1,0,remote,108649
EMP0990,24,phd,engineering,bengaluru,1,4,hybrid,192771
EMP0991,4,master,product,pune,4,4,onsite,117608
EMP0992,0,phd,finance,bengaluru,4,1,remote,106260
EMP0993,4,high_school,product,hyderabad,1,4,remote,94379
EMP0994,16,high_school,finance,hyderabad,1,4,onsite,124656
EMP0995,17,high_school,operations,delhi,1,4,remote,123854
EMP0996,9,bachelor,product,hyderabad,5,4,remote,132464
EMP0997,19,master,product,mumbai,1,3,hybrid,163550
EMP0998,20,master,sales,pune,4,1,hybrid,153837
EMP0999,20,master,sales,delhi,1,3,remote,160116
EMP1000,22,bachelor,finance,delhi,1,3,onsite,154548
EMP1001,8,bachelor,finance,delhi,5,4,remote,115155
EMP1002,21,high_school,sales,pune,3,1,onsite,135895
EMP1003,24,bachelor,sales,pune,1,4,remote,164086
EMP1004,4,bachelor,finance,pune,5,3,onsite,95016
EMP1005,1,phd,engineering,pune,2,2,remote,115583
EMP1006,16,bachelor,sales,hyderabad,5,1,hybrid,139329
EMP1007,22,phd,engineering,bengaluru,5,4,hybrid,198681
EMP1008,8,master,operations,delhi,2,2,remote,111225
EMP1009,1,bachelor,sales,bengaluru,5,1,hybrid,98638
EMP1010,21,high_school,sales,hyderabad,5,2,remote,148719
EMP1011,14,phd,operations,pune,5,3,onsite,145557
EMP1012,0,phd,product,bengaluru,4,3,hybrid,116326
EMP1013,9,bachelor,finance,pune,3,4,remote,110376
EMP1014,14,bachelor,operations,mumbai,2,4,onsite,124845
EMP1015,3,bachelor,,bengaluru,1,1,hybrid,96923
EMP1016,0,bachelor,operations,bengaluru,2,0,hybrid,77736
EMP1017,17,phd,engineering,pune,3,4,onsite,168752
EMP1018,20,master,,mumbai,4,2,remote,177546
EMP1019,24,high_school,sales,bengaluru,4,4,remote,167385
EMP1020,7,phd,operations,bengaluru,1,0,onsite,112275
EMP1021,9,bachelor,engineering,hyderabad,1,0,remote,114569
EMP1022,7,phd,engineering,mumbai,4,4,onsite,144287
EMP1023,16,master,sales,pune,2,4,onsite,141895
EMP1024,8,high_school,finance,mumbai,5,3,remote,113372
EMP1025,23,high_school,,hyderabad,4,3,hybrid,156514
EMP1026,21,bachelor,sales,delhi,5,0,onsite,154586
EMP1027,14,high_school,operations,hyderabad,2,1,onsite,110115
EMP1028,16,phd,sales,mumbai,5,3,remote,167570
EMP1029,11,bachelor,finance,mumbai,3,1,remote,118698
EMP1030,1,master,engineering,pune,,2,hybrid,114497
EMP1031,11,bachelor,finance,delhi,4,2,hybrid,123862
EMP1032,6,phd,product,mumbai,4,1,remote,135338
EMP1033,10,phd,product,hyderabad,1,2,onsite,138665
EMP1034,9,master,product,pune,,1,hybrid,120389
EMP1035,0,bachelor,finance,hyderabad,4,4,onsite,90669
EMP1036,5,high_school,engineering,pune,2,4,onsite,102023
EMP1037,15,bachelor,finance,mumbai,5,2,remote,140789
EMP1038,9,master,product,delhi,4,1,onsite,124514
EMP1039,12,high_school,sales,hyderabad,5,1,hybrid,116006
EMP1040,7,master,engineering,mumbai,4,0,onsite,133043
EMP1041,18,high_school,finance,delhi,2,4,hybrid,139534
EMP1042,12,phd,product,pune,5,1,hybrid,148915
EMP1043,4,bachelor,sales,bengaluru,1,2,onsite,97408
EMP1044,21,high_school,operations,bengaluru,5,1,hybrid,141255
EMP1045,7,master,operations,bengaluru,5,2,hybrid,114084
EMP1046,8,bachelor,product,bengaluru,3,3,hybrid,122156
EMP1047,7,phd,finance,mumbai,3,3,onsite,132253
EMP1048,24,master,product,delhi,2,2,onsite,171911
EMP1049,24,phd,product,pune,2,4,remote,189325
EMP1050,2,bachelor,engineering,mumbai,5,0,remote,114031
EMP1051,12,bachelor,product,pune,2,4,onsite,127928
EMP1052,0,phd,finance,delhi,2,2,onsite,100818
EMP1053,7,master,operations,hyderabad,4,3,hybrid,110389
EMP1054,20,bachelor,operations,pune,5,4,onsite,150032
EMP1055,8,master,product,mumbai,5,3,onsite,136836
EMP1056,5,high_school,finance,bengaluru,2,0,remote,86526
EMP1057,3,master,finance,bengaluru,3,3,remote,105929
EMP1058,19,high_school,finance,delhi,2,2,onsite,135632
EMP1059,0,high_school,,hyderabad,1,4,remote,84479
EMP1060,19,high_school,sales,bengaluru,3,3,onsite,139855
EMP1061,18,high_school,engineering,mumbai,5,4,onsite,154050
EMP1062,20,high_school,product,hyderabad,3,0,onsite,135871
EMP1063,14,high_school,engineering,pune,2,3,remote,127770
EMP1064,16,master,operations,pune,4,0,hybrid,134493
EMP1065,12,bachelor,sales,delhi,3,0,hybrid,119859
EMP1066,13,bachelor,sales,delhi,2,1,hybrid,127987
EMP1067,0,phd,product,hyderabad,1,3,onsite,109005
EMP1068,5,high_school,finance,bengaluru,3,3,onsite,99870
EMP1069,24,bachelor,sales,hyderabad,3,1,onsite,153950
EMP1070,2,bachelor,sales,pune,5,3,hybrid,98687
EMP1071,5,master,engineering,bengaluru,4,3,remote,128458
EMP1072,14,phd,engineering,bengaluru,1,0,remote,158432
EMP1073,6,bachelor,sales,pune,2,3,hybrid,102812
EMP1074,9,phd,operations,delhi,5,2,remote,137309
EMP1075,1,bachelor,engineering,delhi,5,1,hybrid,107914
EMP1076,4,master,engineering,hyderabad,2,4,hybrid,115236
EMP1077,19,bachelor,engineering,mumbai,4,3,hybrid,162037
EMP1078,24,phd,product,bengaluru,3,2,onsite,186055
EMP1079,2,high_school,sales,pune,2,1,remote,76622
EMP1080,18,bachelor,sales,hyderabad,2,4,hybrid,139286
EMP1081,5,bachelor,engineering,mumbai,1,4,remote,121857
EMP1082,15,phd,operations,bengaluru,3,2,remote,146252
EMP1083,15,high_school,operations,mumbai,1,2,hybrid,118670
EMP1084,2,high_school,product,bengaluru,5,3,hybrid,101919
EMP1085,14,master,operations,delhi,2,4,hybrid,137467
EMP1086,20,bachelor,finance,delhi,2,2,remote,143426
EMP1087,14,master,sales,bengaluru,3,2,onsite,141561
EMP1088,6,high_school,finance,hyderabad,4,4,onsite,94870
EMP1089,7,phd,engineering,bengaluru,3,3,onsite,140648
EMP1090,2,phd,finance,bengaluru,5,2,remote,120634
EMP1091,15,phd,engineering,bengaluru,1,4,remote,168311
EMP1092,10,bachelor,engineering,hyderabad,5,4,onsite,135831
EMP1093,10,master,sales,hyderabad,3,0,hybrid,121884
EMP1094,11,master,product,bengaluru,2,2,hybrid,140157
EMP1095,9,bachelor,engineering,hyderabad,5,2,hybrid,130127
EMP1096,15,high_school,product,pune,2,3,remote,132226
EMP1097,11,bachelor,product,delhi,,4,remote,131056
EMP1098,3,high_school,product,hyderabad,1,3,hybrid,86880
EMP1099,21,master,finance,pune,1,2,onsite,154494
EMP1100,8,phd,finance,hyderabad,3,1,remote,126408
EMP1101,12,phd,product,mumbai,2,4,onsite,151917
EMP1102,4,bachelor,operations,bengaluru,3,1,onsite,94271
EMP1103,7,high_school,finance,pune,2,0,remote,94233
EMP1104,13,bachelor,engineering,pune,3,4,remote,143720
EMP1105,7,bachelor,sales,mumbai,1,1,hybrid,109336
EMP1106,6,master,finance,delhi,2,1,remote,106993
EMP1107,19,master,product,mumbai,2,4,onsite,160558
EMP1108,10,high_school,sales,mumbai,3,2,onsite,115712
EMP1109,4,bachelor,engineering,bengaluru,5,0,remote,110605
EMP1110,19,high_school,,bengaluru,3,1,hybrid,135840
EMP1111,4,high_school,operations,delhi,3,4,remote,90084
EMP1112,12,bachelor,finance,delhi,3,0,onsite,114956
EMP1113,3,phd,finance,pune,3,0,hybrid,111509
EMP1114,24,high_school,,hyderabad,1,3,remote,155053
EMP1115,2,bachelor,finance,delhi,1,3,onsite,84524
EMP1116,4,master,operations,bengaluru,4,1,remote,104259
EMP1117,21,bachelor,operations,hyderabad,2,4,remote,148743
EMP1118,8,bachelor,finance,mumbai,5,1,remote,118794
EMP1119,21,high_school,product,delhi,4,3,hybrid,149631
EMP1120,2,high_school,engineering,delhi,,1,onsite,93011
EMP1121,18,high_school,operations,delhi,5,3,onsite,132677
EMP1122,3,phd,engineering,pune,4,2,remote,129338
EMP1123,12,,sales,hyderabad,3,3,remote,136708
EMP1124,11,master,product,mumbai,1,4,hybrid,135569
EMP1125,21,bachelor,operations,bengaluru,4,2,remote,151760
EMP1126,16,bachelor,engineering,pune,2,4,onsite,149556
EMP1127,9,phd,product,pune,2,3,onsite,135152
EMP1128,9,bachelor,sales,pune,4,0,onsite,110006
EMP1129,12,master,sales,delhi,1,1,hybrid,129359
EMP1130,23,bachelor,finance,mumbai,1,4,hybrid,159164
EMP1131,14,bachelor,product,bengaluru,1,4,onsite,133663
EMP1132,6,phd,sales,hyderabad,2,0,remote,116246
EMP1133,13,master,engineering,pune,3,2,hybrid,148819
EMP1134,21,master,finance,hyderabad,5,0,onsite,160395
EMP1135,19,master,operations,pune,5,2,onsite,153158
EMP1136,19,high_school,finance,mumbai,3,4,hybrid,146792
EMP1137,7,high_school,sales,pune,3,4,remote,100953
EMP1138,10,high_school,engineering,pune,4,4,remote,120666
EMP1139,16,phd,operations,pune,4,0,onsite,149852
EMP1140,3,phd,product,delhi,4,4,onsite,127480
EMP1141,7,master,operations,hyderabad,2,4,onsite,110637
EMP1142,10,master,finance,bengaluru,3,4,onsite,132617
EMP1143,11,bachelor,product,delhi,3,3,hybrid,127823
EMP1144,0,phd,engineering,hyderabad,1,0,onsite,103766
EMP1145,20,high_school,engineering,delhi,4,0,onsite,154021
EMP1146,20,high_school,finance,bengaluru,5,3,onsite,145884
EMP1147,17,phd,engineering,hyderabad,4,3,remote,178336
EMP1148,12,master,sales,mumbai,2,3,onsite,134873
EMP1149,17,bachelor,operations,delhi,3,3,hybrid,132436
EMP1150,5,master,product,bengaluru,4,0,onsite,119670
EMP1151,11,high_school,product,delhi,5,2,remote,120339
EMP1152,17,phd,operations,hyderabad,1,1,onsite,147111
EMP1153,12,high_school,finance,hyderabad,5,0,hybrid,117602
EMP1154,16,high_school,product,pune,1,0,remote,123194
EMP1155,11,phd,engineering,delhi,5,4,onsite,160697
EMP1156,11,phd,engineering,delhi,3,1,remote,149092
EMP1157,22,phd,finance,bengaluru,2,0,onsite,170420
EMP1158,11,high_school,finance,mumbai,3,3,remote,118577
EMP1159,12,bachelor,engineering,mumbai,2,0,hybrid,129697
EMP1160,21,high_school,sales,bengaluru,3,4,hybrid,147860
EMP1161,1,bachelor,finance,pune,2,1,onsite,77450
EMP1162,24,master,finance,hyderabad,3,3,onsite,165743
EMP1163,6,high_school,product,mumbai,4,1,remote,107574
EMP1164,2,high_school,sales,hyderabad,2,1,onsite,79348
EMP1165,13,bachelor,operations,delhi,5,1,hybrid,127268
EMP1166,4,high_school,operations,mumbai,1,0,onsite,82894
EMP1167,15,master,operations,pune,4,4,remote,143593
EMP1168,2,high_school,product,delhi,3,3,hybrid,93188
EMP1169,11,phd,sales,mumbai,,0,hybrid,140491
EMP1170,17,bachelor,finance,bengaluru,1,0,onsite,134832
EMP1171,11,phd,product,hyderabad,3,1,hybrid,145239
EMP1172,16,phd,operations,delhi,4,1,remote,150993
EMP1173,11,bachelor,finance,mumbai,4,4,remote,129866
EMP1174,19,master,finance,delhi,1,1,onsite,141199
EMP1175,9,bachelor,sales,bengaluru,5,1,onsite,121357
EMP1176,21,bachelor,finance,mumbai,3,3,hybrid,157023
EMP1177,14,high_school,finance,delhi,3,4,remote,121418
EMP1178,20,high_school,engineering,hyderabad,2,1,hybrid,142802
EMP1179,11,master,sales,bengaluru,3,0,onsite,130683
EMP1180,13,phd,sales,hyderabad,4,3,hybrid,149955
EMP1181,20,phd,engineering,mumbai,5,1,remote,183750
EMP1182,5,high_school,product,hyderabad,4,2,onsite,99492
EMP1183,11,master,finance,bengaluru,4,4,onsite,134610
EMP1184,5,phd,product,pune,2,0,onsite,121589
EMP1185,10,phd,finance,delhi,4,0,onsite,137693
EMP1186,2,,finance,delhi,4,3,hybrid,99861
EMP1187,23,master,engineering,bengaluru,1,3,onsite,175538
EMP1188,3,high_school,product,pune,4,2,onsite,89085
EMP1189,20,bachelor,product,hyderabad,2,1,onsite,149984
EMP1190,5,bachelor,finance,bengaluru,3,1,remote,100735
EMP1191,1,bachelor,operations,delhi,5,2,hybrid,89944
EMP1192,15,bachelor,finance,pune,5,1,remote,136971
EMP1193,20,bachelor,finance,delhi,1,3,hybrid,142091
EMP1194,3,high_school,product,delhi,3,2,onsite,96027
EMP1195,6,master,product,delhi,5,3,hybrid,128520
EMP1196,10,bachelor,finance,bengaluru,1,1,hybrid,113635
EMP1197,21,master,finance,pune,2,4,hybrid,156156
EMP1198,0,high_school,operations,hyderabad,5,1,remote,75111
EMP1199,17,bachelor,operations,delhi,1,2,onsite,128726
EMP1200,10,phd,sales,hyderabad,1,0,onsite,129304
EMP1201,17,master,product,hyderabad,2,3,remote,153659
EMP1202,15,high_school,product,bengaluru,1,2,hybrid,131603
EMP1203,20,bachelor,operations,mumbai,2,1,onsite,143095
EMP1204,10,high_school,finance,bengaluru,3,0,remote,110861
EMP1205,12,master,engineering,hyderabad,3,4,hybrid,148104
EMP1206,2,phd,operations,hyderabad,1,4,remote,106702
EMP1207,17,phd,engineering,pune,1,4,hybrid,166132
EMP1208,5,bachelor,,bengaluru,4,0,remote,111385
EMP1209,0,phd,operations,mumbai,5,2,remote,107103
EMP1210,18,high_school,engineering,bengaluru,5,1,onsite,150368
EMP1211,11,high_school,engineering,pune,2,1,hybrid,115571
EMP1212,9,master,product,mumbai,4,0,remote,136554
EMP1213,21,phd,engineering,pune,5,3,remote,190268
EMP1214,21,master,operations,pune,2,0,onsite,149903
EMP1215,24,,operations,delhi,4,2,onsite,161099
EMP1216,23,master,sales,bengaluru,4,2,hybrid,171119
EMP1217,2,bachelor,engineering,pune,4,2,hybrid,103398
EMP1218,13,bachelor,product,hyderabad,4,2,onsite,136503
EMP1219,1,high_school,operations,bengaluru,3,1,remote,78322
EMP1220,1,bachelor,sales,bengaluru,2,1,hybrid,83983
EMP1221,12,phd,finance,mumbai,1,1,hybrid,140357
EMP1222,15,high_school,product,delhi,1,0,hybrid,120352
EMP1223,20,phd,sales,mumbai,3,4,hybrid,176705
EMP1224,1,high_school,operations,hyderabad,4,4,hybrid,78378
EMP1225,19,master,operations,pune,5,1,remote,147329
EMP1226,15,high_school,operations,mumbai,5,2,remote,131831
EMP1227,24,master,product,bengaluru,2,0,remote,169224
EMP1228,5,phd,finance,delhi,2,0,hybrid,111084
EMP1229,23,phd,finance,delhi,1,2,remote,172956
EMP1230,1,phd,sales,bengaluru,1,1,onsite,108693
EMP1231,19,phd,finance,pune,5,4,onsite,164980
EMP1232,24,high_school,product,mumbai,2,2,remote,159194
EMP1233,19,bachelor,product,hyderabad,3,3,onsite,146847
EMP1234,5,phd,finance,mumbai,,2,onsite,115996
EMP1235,20,master,product,hyderabad,2,1,hybrid,154525
EMP1236,17,phd,sales,pune,5,1,remote,157151
EMP1237,20,bachelor,sales,hyderabad,5,2,remote,151546
EMP1238,1,master,sales,hyderabad,2,1,remote,94752
EMP1239,14,high_school,operations,mumbai,3,1,remote,122928
EMP1240,0,high_school,operations,bengaluru,4,1,remote,74372
EMP1241,23,high_school,product,mumbai,4,3,onsite,163962
EMP1242,13,bachelor,engineering,bengaluru,5,2,onsite,140853
EMP1243,24,master,operations,bengaluru,4,2,hybrid,164441
EMP1244,14,bachelor,product,bengaluru,2,3,remote,135974
EMP1245,13,high_school,finance,bengaluru,3,4,onsite,118853
EMP1246,11,phd,product,mumbai,2,3,hybrid,153355
EMP1247,23,master,engineering,mumbai,5,4,onsite,187592
EMP1248,11,master,product,mumbai,5,1,onsite,145433
EMP1249,21,bachelor,engineering,pune,5,0,remote,159249
EMP1250,11,phd,finance,delhi,2,4,onsite,135690
EMP1251,13,master,operations,mumbai,4,4,onsite,139371
EMP1252,19,phd,product,mumbai,2,4,remote,179782
EMP1253,8,master,engineering,delhi,5,0,remote,135723
EMP1254,15,phd,operations,mumbai,2,2,onsite,145256
EMP1255,20,phd,operations,mumbai,2,4,remote,171326
EMP1256,4,bachelor,product,delhi,4,0,hybrid,101575
EMP1257,3,high_school,finance,bengaluru,5,0,remote,90488
EMP1258,12,bachelor,operations,pune,3,0,remote,114077
EMP1259,0,phd,engineering,mumbai,5,0,onsite,121439
EMP1260,0,master,finance,pune,5,0,hybrid,92228
EMP1261,5,,sales,bengaluru,2,4,onsite,98524
EMP1262,21,master,sales,delhi,5,1,onsite,160693
EMP1263,12,bachelor,engineering,mumbai,3,2,onsite,140805
EMP1264,4,phd,operations,mumbai,,3,hybrid,121566
EMP1265,4,master,operations,bengaluru,2,0,hybrid,103726
EMP1266,1,bachelor,engineering,mumbai,2,0,onsite,101135
EMP1267,6,phd,operations,hyderabad,4,2,onsite,114867
EMP1268,19,bachelor,operations,mumbai,3,3,hybrid,148785
EMP1269,7,high_school,finance,pune,3,2,onsite,94766
EMP1270,13,high_school,product,delhi,1,3,onsite,116879
EMP1271,12,high_school,operations,mumbai,2,1,remote,115055
EMP1272,21,high_school,engineering,mumbai,5,0,hybrid,162355
EMP1273,13,high_school,,delhi,4,3,hybrid,125462
EMP1274,3,high_school,finance,mumbai,5,3,onsite,93930
EMP1275,9,bachelor,engineering,hyderabad,3,2,onsite,126462
EMP1276,24,high_school,operations,pune,2,4,remote,146277
EMP1277,12,phd,operations,delhi,3,3,onsite,143651
EMP1278,7,high_school,finance,delhi,2,0,remote,96606
EMP1279,4,master,engineering,bengaluru,2,3,remote,120708
EMP1280,12,master,engineering,hyderabad,5,0,onsite,142517
EMP1281,21,phd,engineering,delhi,5,4,onsite,193957
EMP1282,1,,product,delhi,1,0,remote,99000
EMP1283,18,high_school,finance,mumbai,5,2,remote,141437
EMP1284,20,bachelor,product,bengaluru,5,0,onsite,155333
EMP1285,4,high_school,finance,delhi,1,4,remote,86349
EMP1286,16,high_school,sales,hyderabad,2,3,hybrid,123678
EMP1287,15,bachelor,operations,mumbai,1,2,remote,128282
EMP1288,16,phd,engineering,pune,5,2,hybrid,172714
EMP1289,11,bachelor,operations,hyderabad,4,0,remote,109678
EMP1290,1,phd,product,pune,4,3,onsite,119694
EMP1291,2,bachelor,operations,bengaluru,4,4,hybrid,100053
EMP1292,17,bachelor,operations,bengaluru,1,2,hybrid,128358
EMP1293,4,phd,operations,mumbai,1,1,onsite,105797
EMP1294,18,phd,operations,delhi,1,1,onsite,152772
EMP1295,8,phd,operations,hyderabad,5,1,onsite,121786
EMP1296,13,bachelor,operations,hyderabad,4,3,remote,121886
EMP1297,3,master,sales,delhi,5,3,onsite,107450
EMP1298,9,high_school,engineering,pune,4,2,remote,121549
EMP1299,15,master,sales,mumbai,2,1,remote,142990
EMP1300,22,master,engineering,pune,5,4,remote,181141
EMP1301,7,phd,finance,mumbai,2,2,remote,128121
EMP1302,19,high_school,operations,bengaluru,5,2,onsite,140220
EMP1303,12,master,engineering,mumbai,5,0,onsite,152254
EMP1304,3,high_school,product,hyderabad,,2,onsite,82464
EMP1305,3,high_school,finance,delhi,3,2,remote,92850
EMP1306,12,bachelor,engineering,hyderabad,1,1,onsite,122982
EMP1307,5,master,,bengaluru,5,4,remote,136336
EMP1308,1,high_school,engineering,hyderabad,1,3,remote,92482
EMP1309,11,high_school,operations,hyderabad,5,4,hybrid,110189
EMP1310,8,high_school,engineering,hyderabad,,4,hybrid,118719
EMP1311,10,master,sales,delhi,2,0,onsite,121095
EMP1312,24,high_school,sales,pune,1,2,onsite,147616
EMP1313,24,master,finance,mumbai,4,1,remote,177016
EMP1314,2,phd,operations,pune,2,0,remote,96815
EMP1315,16,phd,product,delhi,,3,hybrid,169404
EMP1316,14,bachelor,operations,delhi,3,1,hybrid,126841
EMP1317,11,bachelor,product,hyderabad,1,4,onsite,125981
EMP1318,7,high_school,product,bengaluru,4,2,remote,112261
EMP1319,1,high_school,engineering,mumbai,2,3,hybrid,99979
EMP1320,24,bachelor,product,hyderabad,4,0,remote,167203
EMP1321,10,master,,delhi,1,0,hybrid,113885
EMP1322,15,bachelor,engineering,delhi,2,4,remote,144816
EMP1323,0,master,product,pune,2,3,hybrid,93383
EMP1324,17,phd,sales,delhi,1,1,onsite,149318
EMP1325,6,phd,product,delhi,1,4,hybrid,128191
EMP1326,22,high_school,finance,bengaluru,2,1,remote,140998
EMP1327,19,high_school,sales,pune,1,1,onsite,125038
EMP1328,23,bachelor,product,mumbai,3,0,remote,163375
EMP1329,17,bachelor,engineering,hyderabad,5,3,remote,155651
EMP1330,23,master,operations,pune,3,0,onsite,156674
EMP1331,23,master,finance,mumbai,1,4,onsite,172294
EMP1332,5,bachelor,operations,bengaluru,2,2,remote,93355
EMP1333,18,phd,engineering,hyderabad,4,0,remote,167250
EMP1334,9,phd,finance,hyderabad,3,2,onsite,125718
EMP1335,21,bachelor,engineering,mumbai,4,2,remote,174497
EMP1336,21,master,product,delhi,2,4,hybrid,164686
EMP1337,10,bachelor,product,bengaluru,2,1,onsite,117156
EMP1338,20,high_school,sales,hyderabad,1,4,remote,143596
EMP1339,4,phd,engineering,mumbai,3,1,onsite,135895
EMP1340,17,master,product,hyderabad,1,2,onsite,146361
EMP1341,4,phd,engineering,hyderabad,1,1,remote,124476
EMP1342,10,bachelor,finance,hyderabad,3,3,remote,118162
EMP1343,6,phd,sales,bengaluru,4,0,hybrid,128935
EMP1344,1,master,sales,bengaluru,3,4,hybrid,106928
EMP1345,21,phd,finance,bengaluru,4,2,hybrid,173101
EMP1346,20,high_school,product,pune,1,4,hybrid,145324
EMP1347,24,high_school,operations,delhi,3,4,hybrid,150790
EMP1348,13,bachelor,product,mumbai,3,4,remote,145270
EMP1349,2,phd,sales,mumbai,5,3,remote,129248
EMP1350,14,master,finance,delhi,1,4,hybrid,138149
EMP1351,10,master,,mumbai,4,4,hybrid,139557
EMP1352,7,high_school,engineering,delhi,1,0,hybrid,109005
EMP1353,3,,sales,delhi,5,1,remote,90780
EMP1354,12,high_school,engineering,bengaluru,5,3,onsite,136883
EMP1355,21,bachelor,engineering,hyderabad,1,2,onsite,153376
EMP1356,19,high_school,engineering,mumbai,,2,hybrid,151612
EMP1357,24,high_school,operations,bengaluru,4,0,hybrid,150105
EMP1358,9,bachelor,engineering,delhi,2,0,remote,122341
EMP1359,2,master,operations,delhi,2,1,remote,97605
EMP1360,8,high_school,engineering,mumbai,3,2,hybrid,115512
EMP1361,16,high_school,sales,mumbai,5,0,hybrid,134745
EMP1362,3,master,product,mumbai,1,2,remote,113954
EMP1363,24,phd,product,pune,1,0,hybrid,174810
EMP1364,22,master,operations,pune,1,4,hybrid,158017
EMP1365,2,bachelor,finance,pune,1,0,hybrid,85471
EMP1366,6,bachelor,operations,pune,3,2,remote,99823
EMP1367,8,bachelor,operations,mumbai,4,0,hybrid,112989
EMP1368,18,phd,finance,hyderabad,3,0,remote,156961
EMP1369,6,bachelor,finance,delhi,3,3,hybrid,108391
EMP1370,6,phd,product,hyderabad,5,1,remote,131866
EMP1371,1,high_school,operations,delhi,1,3,onsite,76304
EMP1372,2,bachelor,sales,mumbai,5,4,hybrid,106846
EMP1373,9,bachelor,operations,delhi,4,3,onsite,111101
EMP1374,6,phd,operations,mumbai,5,3,hybrid,132513
EMP1375,6,master,product,delhi,3,4,remote,123538
EMP1376,2,master,operations,delhi,1,3,onsite,97511
EMP1377,22,master,finance,mumbai,2,1,onsite,161167
EMP1378,4,high_school,product,delhi,1,3,hybrid,97523
EMP1379,24,high_school,operations,hyderabad,2,3,hybrid,143639
EMP1380,24,high_school,finance,bengaluru,5,0,remote,155740
EMP1381,13,high_school,operations,mumbai,3,2,remote,118260
EMP1382,21,phd,sales,bengaluru,4,4,remote,185196
EMP1383,10,high_school,finance,hyderabad,2,0,hybrid,101984
EMP1384,10,bachelor,engineering,hyderabad,3,1,remote,126740
EMP1385,21,master,sales,bengaluru,2,3,onsite,159415
EMP1386,6,master,product,bengaluru,2,1,onsite,118343
EMP1387,17,master,finance,bengaluru,1,2,hybrid,143512
