worker_id,platform,location,daily_earnings,weekly_earnings,monthly_earnings,working_hours,completed_orders,platform_rating,fuel_expenses,maintenance_cost,business_expenses,upi_transactions,cash_transactions,monthly_expenses,savings,average_bank_balance,loan_history,repayment_history,years_of_experience,days_active,weekend_income,festival_income,family_size,dependents,repayment_capability_score,risk_level,eligible_loan_amount,recommended_daily_repayment,default_probability
GIG-106398,Porter,Bengaluru,2095.711175921864,13972.82,60083.13,41.3,558,4.44,9691.17,2788.59,12479.76,159,41,41228.46,16466.16,36827.07,0,1.0,3.9,1187,6662.19,6781.49,5,3,95.1,LOW,144000.0,896.0,0.0338
GIG-106399,Zomato,Hyderabad,843.8824150186688,5424.72,23326.3,52.9,654,3.82,6499.07,2327.56,8826.63,105,45,21952.97,993.51,3127.07,0,1.0,2.3,685,2684.12,4639.28,4,2,51.4,HIGH,28000.0,174.22,0.1844
GIG-106400,Swiggy,Delhi NCR,1219.4725103162564,6894.54,29646.52,42.6,464,4.35,6637.14,3108.88,9746.02,109,20,25243.550000000003,2841.83,5217.81,2,0.91,2.9,851,3226.09,8344.78,3,1,63.4,MEDIUM,53000.0,329.78,0.1276
GIG-106401,Zepto,Chennai,1077.585002617019,6609.14,28419.3,64.8,636,4.07,8279.21,3207.73,11486.939999999999,99,24,21626.129999999997,5017.55,18237.92,0,1.0,5.0,1460,2688.79,8491.91,3,1,71.5,MEDIUM,51000.0,317.33,0.0808
GIG-106402,Swiggy,Kolkata,1366.2382424680409,8695.87,37392.24,54.6,699,4.45,10587.98,2045.89,12633.869999999999,120,36,31422.6,4961.51,7664.3,0,1.0,6.5,1460,3405.02,8245.36,4,3,74.2,MEDIUM,67000.0,416.89,0.1227
GIG-106403,Zepto,Hyderabad,1028.7730881427685,6857.64,29487.85,46.1,499,4.46,3865.85,2785.01,6650.860000000001,66,29,22624.78,4689.0,12020.09,2,0.73,1.2,343,3234.67,3911.01,4,2,59.8,HIGH,35000.0,217.78,0.2641
GIG-106404,Ola,Delhi NCR,1281.9080878872664,8217.42,35334.91,42.4,496,4.76,7362.73,2737.43,10100.16,158,35,27629.05,6261.98,10496.39,1,0.78,3.0,872,3405.78,6496.9,3,2,73.8,MEDIUM,64000.0,398.22,0.0687
GIG-106405,Zepto,Delhi NCR,1326.623342067064,7357.68,31638.02,58.7,538,4.22,5101.43,3709.54,8810.970000000001,123,35,22870.010000000002,7634.45,15694.12,0,1.0,1.8,520,4062.26,7598.44,6,4,79.9,LOW,76000.0,472.89,0.0372
GIG-106406,Zomato,Delhi NCR,795.374462913757,5290.92,22750.96,48.3,617,4.58,6130.65,1131.35,7262.0,123,20,17980.25,3637.19,8097.03,0,1.0,3.3,985,2480.21,3636.31,4,3,68.0,MEDIUM,41000.0,255.11,0.1146
GIG-106407,Urban Company,Mumbai,613.2906538210156,3703.6,15925.48,51.6,619,4.11,5079.46,716.59,5796.05,164,26,14276.46,983.04,3887.51,3,0.99,5.4,1460,1734.96,3771.53,3,2,55.2,HIGH,19000.0,118.22,0.2505
GIG-106408,Ola,Hyderabad,1145.5060263636528,6729.75,28937.92,43.7,468,4.6,5665.54,2851.29,8516.83,144,42,23524.22,3909.05,12428.36,2,0.79,2.3,674,3056.96,4404.18,3,1,65.9,MEDIUM,52000.0,323.56,0.1383
GIG-106409,Urban Company,Hyderabad,1092.3554283409735,6907.82,29703.63,43.5,597,4.22,4904.23,2624.84,7529.07,149,10,24860.95,4292.52,16324.64,1,1.0,3.4,1020,2710.98,3611.99,5,3,66.2,MEDIUM,53000.0,329.78,0.0776
GIG-106410,Porter,Hyderabad,984.6914509422738,5637.22,24240.05,45.4,503,4.54,4505.1,2512.2,7017.3,147,32,15826.779999999999,4444.47,7650.17,4,0.8,1.9,583,2532.06,6300.49,5,3,71.5,MEDIUM,44000.0,273.78,0.1103
GIG-106411,Swiggy,Chennai,996.2196413571246,6644.11,28569.67,44.4,617,3.91,7403.35,1965.6,9368.95,205,1,23431.480000000003,2683.39,7705.72,4,0.73,7.0,1460,2877.1,2915.79,6,4,59.7,HIGH,34000.0,211.56,0.2486
GIG-106412,Swiggy,Mumbai,791.2727119524905,4940.69,21244.97,45.0,494,4.59,3047.15,2110.67,5157.82,100,12,15882.59,2701.08,7236.19,4,0.78,1.1,304,2303.28,4172.06,2,0,56.8,HIGH,25000.0,155.56,0.2187
GIG-106413,Porter,Hyderabad,545.0649003745123,3369.82,14490.23,51.1,514,4.46,3328.1,963.41,4291.51,81,22,10046.19,2499.39,3978.36,1,0.89,1.2,332,1512.61,2639.65,5,4,58.0,HIGH,17000.0,105.78,0.2724
GIG-106414,Urban Company,Delhi NCR,797.3573891765743,4865.7,20922.51,43.7,380,3.69,6630.27,2168.44,8798.710000000001,100,22,19607.54,685.39,2707.0,0,1.0,3.3,966,2100.32,5524.84,5,3,54.9,HIGH,25000.0,155.56,0.2113
GIG-106415,Zomato,Chennai,1337.4080510030067,7536.23,32405.79,35.9,477,4.38,4254.42,2682.06,6936.48,115,30,25743.86,3818.36,6380.88,1,0.76,5.5,1460,3408.51,8336.31,5,4,65.3,MEDIUM,58000.0,360.89,0.1108
GIG-106416,Zomato,Mumbai,821.7770059150246,4549.65,19563.49,52.7,589,4.22,5232.16,987.59,6219.75,119,20,14734.76,2798.74,6951.69,1,0.84,0.6,204,2293.95,2133.38,3,1,57.3,HIGH,23000.0,143.11,0.2381
GIG-106417,Uber,Mumbai,876.9381748211075,5254.22,22593.15,48.6,499,3.68,2824.26,2471.55,5295.81,128,20,16698.65,2995.79,11511.49,1,0.72,6.2,1460,2598.64,2936.29,5,3,50.9,HIGH,27000.0,168.0,0.2638
GIG-106418,Zepto,Delhi NCR,1869.804208291005,10921.61,46962.92,38.2,468,4.3,12225.27,4939.67,17164.940000000002,139,20,41618.8,4411.28,10020.07,0,1.0,2.5,745,5963.86,13392.51,5,4,80.5,LOW,113000.0,703.11,0.0318
GIG-106419,Swiggy,Mumbai,741.6126431679411,4086.67,17572.68,55.5,523,4.56,5577.66,1497.91,7075.57,172,41,16091.57,1091.35,3515.06,0,1.0,1.7,495,2083.47,3876.59,5,3,53.2,HIGH,21000.0,130.67,0.1608
GIG-106420,Uber,Delhi NCR,939.0178433403207,6253.13,26888.46,50.5,485,3.66,7748.85,3177.82,10926.67,164,30,26328.5,500.0,1000.0,0,1.0,3.2,984,2488.32,5502.84,6,5,51.4,HIGH,32000.0,199.11,0.1698
GIG-106421,Urban Company,Pune,962.1336702590504,5551.25,23870.38,36.9,303,3.68,5709.36,2070.64,7780.0,95,28,21798.57,1118.67,3473.1,0,1.0,6.7,1460,2445.41,6284.46,4,2,53.0,HIGH,29000.0,180.44,0.2435
GIG-106422,Uber,Mumbai,758.6031998248438,4760.0,20468.0,28.0,381,4.4,6469.66,1603.24,8072.9,134,41,19901.879999999997,500.0,1755.06,1,0.85,2.9,853,2017.75,2935.68,4,2,54.1,HIGH,25000.0,155.56,0.2767
GIG-106423,Ola,Delhi NCR,495.67207839026446,3179.97,13673.87,45.5,486,3.64,2143.26,1466.82,3610.08,131,24,11008.55,1421.93,2510.44,4,0.81,7.4,1460,1388.95,2451.19,6,5,55.5,HIGH,16000.0,99.56,0.2728
GIG-106424,Porter,Delhi NCR,1261.1548529204215,7719.6,33194.28,36.9,479,4.48,10050.2,1736.06,11786.26,78,33,27317.41,3850.24,13628.96,0,1.0,2.0,601,3610.8,8511.59,3,2,68.8,MEDIUM,60000.0,373.33,0.1069
GIG-106425,Ola,Kolkata,1513.622065374969,9026.6,38814.38,51.7,495,4.47,9006.59,3098.0,12104.59,131,28,25982.43,8326.7,25059.07,1,0.72,0.9,243,4438.15,8208.18,3,2,73.3,MEDIUM,70000.0,435.56,0.0976
GIG-106426,Blinkit,Ahmedabad,954.4494962394805,6266.08,26944.14,49.9,572,3.71,4668.39,1496.24,6164.63,101,35,19704.62,5486.46,14290.66,0,1.0,5.3,1460,2654.78,3781.21,3,2,70.5,MEDIUM,48000.0,298.67,0.0658
GIG-106427,Porter,Delhi NCR,1334.8014482929134,8216.31,35330.13,54.9,468,3.89,7267.16,2448.49,9715.65,76,31,28095.79,5818.68,21925.36,1,0.76,4.1,1213,3247.23,4432.8,4,3,62.6,MEDIUM,64000.0,398.22,0.1117
GIG-106428,Swiggy,Chennai,818.7419073154942,5424.78,23326.55,44.4,561,4.0,4363.42,1634.33,5997.75,125,24,19774.7,1876.37,2851.75,1,0.86,1.2,389,2343.67,6554.55,3,2,52.9,HIGH,28000.0,174.22,0.2227
GIG-106429,Uber,Chennai,536.7723550680254,3099.46,13327.68,38.2,379,4.9,3532.15,1504.14,5036.29,120,30,10428.91,1737.4,3925.18,2,0.97,3.9,1197,1458.82,2795.41,5,3,60.1,MEDIUM,24000.0,149.33,0.1074
GIG-106430,Zomato,Bengaluru,592.0500842567444,3802.21,16349.5,46.6,635,4.84,4735.79,1265.05,6000.84,171,42,12629.74,2018.12,3893.44,1,0.79,4.4,1349,1568.88,3372.07,3,2,55.7,HIGH,20000.0,124.44,0.2439
GIG-106431,Urban Company,Delhi NCR,560.3722428613645,3295.68,14171.42,35.1,409,4.26,3942.75,692.34,4635.09,185,28,10122.060000000001,2210.7,6752.67,1,0.9,4.1,1207,1607.5,2583.97,4,3,62.7,MEDIUM,26000.0,161.78,0.0997
GIG-106432,Porter,Chennai,586.5034161581746,3859.19,16594.52,42.2,364,4.89,2223.92,940.95,3164.87,141,29,8999.11,3842.18,6579.14,2,0.83,1.7,500,1813.37,1819.24,5,4,73.7,MEDIUM,30000.0,186.67,0.0722
GIG-106433,Porter,Delhi NCR,1139.492757638259,7364.73,31668.34,53.9,597,4.38,4250.45,1704.72,5955.17,50,13,19404.59,6892.98,25991.13,2,0.78,0.5,169,3033.56,9459.46,5,4,72.6,MEDIUM,57000.0,354.67,0.0779
GIG-106434,Zepto,Ahmedabad,1474.668745711895,8380.26,36035.12,51.1,715,4.87,6454.23,1668.81,8123.039999999999,102,32,21081.12,9617.31,18090.88,1,0.99,7.9,1460,4341.76,9614.76,3,1,84.5,LOW,86000.0,535.11,0.0252
GIG-106435,Porter,Kolkata,1138.5808706629716,6453.43,27749.75,50.9,423,4.22,6366.74,1916.31,8283.05,89,40,23779.18,3487.98,7978.17,0,1.0,2.1,618,3261.68,5457.61,3,1,65.5,MEDIUM,50000.0,311.11,0.081
GIG-106436,Ola,Delhi NCR,530.8914799641377,3556.93,15294.8,58.6,485,4.56,2962.78,1382.5,4345.280000000001,77,12,11585.220000000001,2558.63,5012.98,0,1.0,4.4,1305,1406.06,3043.48,5,4,62.5,MEDIUM,28000.0,174.22,0.0634
GIG-106437,Zomato,Ahmedabad,1327.3115575419097,8370.56,35993.41,50.9,523,4.35,8809.55,2708.61,11518.16,174,31,32624.68,2849.64,9276.37,0,1.0,3.5,1039,3844.61,6720.95,5,4,65.5,MEDIUM,65000.0,404.44,0.1355
GIG-106438,Zepto,Delhi NCR,798.3357542041485,5300.34,22791.46,33.6,299,4.39,6013.95,2301.56,8315.51,122,20,18402.48,2884.56,5745.54,2,0.98,1.5,470,2358.9,5217.48,4,2,63.3,MEDIUM,41000.0,255.11,0.1275
GIG-106439,Uber,Hyderabad,1212.2404356151221,6794.57,29216.65,37.0,323,4.62,6312.08,1555.92,7868.0,93,18,19906.67,5647.83,20085.73,3,0.92,6.2,1460,2920.06,4235.18,4,3,75.0,LOW,70000.0,435.56,0.0419
GIG-106440,Swiggy,Pune,1183.0791630009514,8016.95,34472.88,33.8,441,4.16,6691.2,1445.69,8136.889999999999,82,37,27694.02,5835.78,11733.29,0,1.0,3.0,888,3745.77,7979.85,3,2,69.1,MEDIUM,62000.0,385.78,0.0969
GIG-106441,Swiggy,Hyderabad,1210.8253180461663,8008.62,34437.07,41.6,372,4.58,9452.79,2236.12,11688.91,107,19,31506.11,2244.13,4086.71,3,0.93,3.2,935,3220.33,5204.75,5,3,71.0,MEDIUM,62000.0,385.78,0.1271
GIG-106442,Ola,Pune,1444.7955635935164,8484.02,36481.29,45.1,413,4.07,5196.53,2970.14,8166.67,123,35,22089.379999999997,11936.89,27823.81,0,1.0,3.2,933,3750.53,9362.38,4,2,82.5,LOW,88000.0,547.56,0.0446
GIG-106443,Zepto,Bengaluru,970.765571003071,5469.71,23519.75,58.7,740,3.91,4863.45,2557.09,7420.54,109,16,18821.46,2599.96,8812.34,0,1.0,1.5,444,2906.85,5212.36,3,2,61.6,MEDIUM,42000.0,261.33,0.1328
GIG-106444,Zepto,Chennai,1275.0263241437058,8017.4,34474.82,55.8,463,3.82,5000.22,2777.86,7778.08,163,33,21285.35,10547.57,36195.89,3,0.89,4.5,1372,3540.52,5932.45,2,0,73.7,MEDIUM,62000.0,385.78,0.0884
GIG-106445,Blinkit,Bengaluru,875.4637494570503,4826.85,20755.46,44.2,423,4.02,5467.49,1699.57,7167.0599999999995,110,31,14541.72,5528.99,21597.36,0,1.0,4.6,1370,2642.17,6088.06,3,2,72.7,MEDIUM,37000.0,230.22,0.1334
GIG-106446,Porter,Chennai,1700.5480479991206,11465.51,49301.69,46.3,469,4.72,14400.96,3949.87,18350.829999999998,165,21,47395.53999999999,1178.08,4095.94,1,0.72,0.6,207,5018.78,12467.39,4,3,61.7,MEDIUM,89000.0,553.78,0.0916
GIG-106447,Zomato,Bengaluru,1703.460937551271,10880.47,46786.02,43.7,389,4.16,13623.96,2123.45,15747.41,187,31,38841.7,6307.28,19303.18,1,0.82,2.8,850,4574.8,7545.72,3,1,76.7,LOW,112000.0,696.89,0.0289
GIG-106448,Urban Company,Ahmedabad,1169.9639688572863,7586.03,32619.93,37.8,504,4.48,10172.1,3587.04,13759.14,138,11,25805.82,4163.98,13401.16,4,0.82,3.5,1066,3135.32,4621.3,5,4,66.7,MEDIUM,59000.0,367.11,0.1075
GIG-106449,Porter,Chennai,1158.8098377832678,6414.86,27583.9,45.0,473,3.83,7365.89,1493.92,8859.810000000001,153,32,24493.08,2296.21,7991.89,1,0.81,3.2,963,3080.57,4944.56,4,2,53.0,HIGH,33000.0,205.33,0.2002
GIG-106450,Zepto,Kolkata,1491.0936650490323,8459.8,36377.14,43.0,491,3.9,4780.5,3094.36,7874.860000000001,83,30,29440.74,5613.54,13980.08,0,1.0,6.7,1460,4309.6,6357.31,5,3,70.0,MEDIUM,65000.0,404.44,0.065
GIG-106451,Ola,Mumbai,1335.5792853026242,8774.25,37729.28,50.4,689,4.41,5489.65,2823.48,8313.13,104,21,24398.33,10679.91,18147.43,0,1.0,5.1,1460,3431.14,7723.14,4,2,85.5,LOW,91000.0,566.22,0.0438
GIG-106452,Swiggy,Pune,839.2588099640222,4875.96,20966.63,48.8,403,4.08,4749.12,2135.24,6884.36,95,30,18652.97,1245.27,4215.77,0,1.0,2.0,597,2218.98,5952.78,5,3,55.5,HIGH,25000.0,155.56,0.1951
GIG-106453,Blinkit,Kolkata,908.5765180885529,5248.22,22567.35,49.8,668,4.9,5155.09,1912.99,7068.08,136,10,19881.66,1503.66,2581.8,3,0.76,3.7,1093,2537.35,3212.08,4,2,52.9,HIGH,27000.0,168.0,0.2339
GIG-106454,Blinkit,Chennai,1279.1064878155646,8693.19,37380.72,48.3,478,3.87,5459.23,2333.28,7792.51,63,32,28487.1,5152.7,10892.97,0,1.0,2.0,626,3729.48,9990.79,4,3,73.0,MEDIUM,67000.0,416.89,0.1268
GIG-106455,Uber,Ahmedabad,957.4476280625474,6268.61,26955.02,41.8,382,4.49,8177.81,2083.83,10261.64,126,32,21514.879999999997,4683.24,7109.18,0,1.0,4.9,1460,2370.82,7071.59,3,2,68.5,MEDIUM,49000.0,304.89,0.0646
GIG-106456,Porter,Bengaluru,1166.8355470361914,6513.99,28010.16,49.6,642,4.21,6423.37,2157.45,8580.82,126,34,19974.690000000002,6959.01,11081.4,1,0.96,4.4,1314,2988.93,3924.45,3,1,74.6,MEDIUM,50000.0,311.11,0.075
GIG-106457,Uber,Pune,1101.758109756947,6683.65,28739.69,34.9,340,4.04,9133.08,2162.23,11295.31,130,29,23898.29,3396.77,6283.11,1,0.81,5.9,1460,2702.85,8011.7,5,3,61.2,MEDIUM,52000.0,323.56,0.1311
GIG-106458,Zomato,Chennai,1289.8441977513269,8576.1,36877.23,61.7,529,4.7,9450.76,2595.84,12046.6,135,19,30130.22,5549.23,9747.28,0,1.0,2.4,714,3551.38,9564.22,3,2,77.9,LOW,89000.0,553.78,0.0493
GIG-106459,Porter,Mumbai,1302.4121523123586,7765.57,33391.95,40.1,482,4.93,6021.76,3171.85,9193.61,112,25,23680.34,7986.13,23477.24,0,1.0,5.8,1460,3318.78,5740.0,4,3,80.0,LOW,80000.0,497.78,0.0228
GIG-106460,Swiggy,Chennai,1742.4698711413484,11757.9,50558.97,48.8,472,4.31,14004.4,2613.78,16618.18,97,24,36621.869999999995,9079.7,25477.74,2,0.98,3.1,954,5325.75,8546.74,3,1,81.1,LOW,121000.0,752.89,0.0394
GIG-106461,Swiggy,Hyderabad,1240.937262187366,7440.53,31994.28,61.3,802,3.88,8124.02,2607.47,10731.49,167,13,27811.879999999997,2719.52,4171.19,3,0.8,1.5,420,3951.74,8325.56,3,1,55.9,HIGH,38000.0,236.44,0.1537
GIG-106462,Zepto,Bengaluru,1174.6749998090472,7534.13,32396.76,46.9,607,4.83,4530.07,2111.33,6641.4,119,21,19716.61,9737.42,35395.04,0,1.0,4.4,1306,3421.13,9362.59,3,2,85.9,LOW,78000.0,485.33,0.0379
GIG-106463,Porter,Delhi NCR,925.8536006411841,6183.39,26588.58,51.8,589,3.71,7184.04,1180.23,8364.27,151,35,23958.27,2193.38,3603.06,1,0.93,5.4,1460,2273.76,4576.12,6,5,58.2,HIGH,32000.0,199.11,0.2254
GIG-106464,Zomato,Kolkata,1116.6714075829389,6790.82,29200.53,35.9,368,3.86,4242.09,2380.03,6622.120000000001,108,26,17274.0,8904.89,27018.33,0,1.0,7.6,1460,3266.49,6523.36,3,2,72.4,MEDIUM,53000.0,329.78,0.0855
GIG-106465,Urban Company,Delhi NCR,950.2029316425919,6396.12,27503.32,49.5,434,3.71,5423.23,1347.65,6770.879999999999,160,10,21283.51,3562.05,9733.98,1,0.84,6.3,1460,2828.8,3515.73,6,5,61.7,MEDIUM,50000.0,311.11,0.0643
GIG-106466,Uber,Mumbai,1430.245291317515,9711.37,41758.89,44.9,482,4.48,11449.24,1889.58,13338.82,145,19,28104.46,10762.39,29775.57,1,0.78,0.7,210,4021.67,12304.98,5,3,84.4,LOW,100000.0,622.22,0.0464
GIG-106467,Uber,Hyderabad,400.0,2572.12,11060.12,31.3,357,4.87,1687.67,618.53,2306.2,115,24,8172.7,2300.24,5713.56,0,1.0,7.8,1460,1184.32,2282.89,3,2,66.6,MEDIUM,20000.0,124.44,0.1052
GIG-106468,Swiggy,Pune,1544.0507383467966,8707.85,37443.75,51.2,530,3.9,9379.45,3559.57,12939.02,109,22,28336.41,6113.59,15246.47,0,1.0,6.1,1460,4764.85,10654.14,4,3,80.7,LOW,90000.0,560.0,0.0216
GIG-106469,Uber,Hyderabad,400.0,2358.2,10140.26,57.4,792,4.26,2459.19,696.29,3155.48,113,27,8402.43,1369.26,4592.97,0,1.0,0.9,249,1048.46,1731.69,4,3,56.2,HIGH,12000.0,74.67,0.2389
GIG-106470,Uber,Bengaluru,579.6359255889563,3709.93,15952.7,47.3,518,4.97,4736.61,1537.45,6274.0599999999995,70,29,14542.59,1128.14,3269.46,0,1.0,7.6,1460,1504.02,4557.14,4,3,55.4,HIGH,19000.0,118.22,0.2246
GIG-106471,Urban Company,Mumbai,1012.3234014136646,5626.04,24191.97,40.0,369,3.73,6977.85,2856.11,9833.960000000001,121,41,21106.43,2270.82,8796.84,2,0.8,3.9,1174,2447.46,3767.91,4,2,53.9,HIGH,29000.0,180.44,0.2272
GIG-106472,Porter,Pune,1133.2961134306533,7043.28,30286.1,56.2,504,4.95,8156.89,2601.11,10758.0,146,19,27525.29,1665.25,6131.23,2,0.98,1.9,595,3426.03,8223.44,5,4,64.0,MEDIUM,55000.0,342.22,0.1321
GIG-106473,Ola,Pune,1590.2958715208783,10415.38,44786.13,46.4,585,3.74,9707.22,1992.09,11699.31,99,20,32448.04,7379.64,20646.13,1,0.72,3.0,908,4112.94,11587.36,3,1,69.0,MEDIUM,81000.0,504.0,0.1368
GIG-106474,Zomato,Mumbai,1368.3762077765916,8818.33,37918.82,52.9,651,4.71,8894.58,2020.84,10915.42,140,29,31543.35,5504.56,14751.35,0,1.0,7.5,1460,3481.32,10816.99,6,5,73.9,MEDIUM,68000.0,423.11,0.068
GIG-106475,Zomato,Chennai,1117.566836163556,7077.78,30434.45,39.9,494,4.04,5834.81,2813.52,8648.33,126,19,24472.85,3398.39,5290.91,0,1.0,6.6,1460,3188.0,4567.13,2,1,71.0,MEDIUM,55000.0,342.22,0.103
GIG-106476,Ola,Pune,1782.2275763312846,10992.66,47268.44,36.2,301,3.86,6075.84,5206.12,11281.96,113,36,33084.19,7693.88,24241.26,2,0.73,7.4,1460,5140.84,10186.48,3,2,78.6,LOW,113000.0,703.11,0.0147
GIG-106477,Swiggy,Hyderabad,1194.1420813463885,7784.39,33472.88,50.4,591,4.88,9623.81,2467.55,12091.36,119,21,30318.22,2220.87,3421.92,2,0.88,3.4,1012,3056.83,4092.9,4,3,62.7,MEDIUM,60000.0,373.33,0.0792
GIG-106478,Blinkit,Hyderabad,1330.1435254963515,7519.34,32333.16,52.0,520,4.88,6487.23,3848.45,10335.68,142,14,23658.23,6658.72,23642.15,0,1.0,3.8,1130,4218.61,4723.52,2,0,78.1,LOW,78000.0,485.33,0.0122
GIG-106479,Uber,Bengaluru,1443.6839376433875,9133.19,39272.72,56.5,687,4.17,5954.79,3663.62,9618.41,114,19,27564.77,7056.7,23501.51,0,1.0,7.0,1460,3506.1,8452.1,3,2,76.6,LOW,94000.0,584.89,0.0108
GIG-106480,Zomato,Kolkata,954.5410811262246,6463.34,27792.36,55.3,706,3.83,5944.81,1520.33,7465.14,121,17,17702.23,8395.16,21655.81,2,0.97,5.0,1460,2308.17,5562.24,4,3,76.9,LOW,67000.0,416.89,0.0221
GIG-106481,Blinkit,Ahmedabad,523.9544580634092,3350.51,14407.19,45.3,512,4.64,2970.67,1609.02,4579.6900000000005,49,13,10421.94,2296.09,7040.28,0,1.0,7.3,1460,1292.01,3439.16,4,3,60.0,MEDIUM,26000.0,161.78,0.0742
GIG-106482,Porter,Hyderabad,890.7151726218501,5753.87,24741.64,53.1,633,4.09,3356.14,2641.79,5997.93,188,40,17942.97,3448.27,10413.25,0,1.0,6.3,1460,2298.77,7322.03,4,3,67.9,MEDIUM,45000.0,280.0,0.1399
GIG-106483,Zomato,Delhi NCR,931.9981486446688,5513.06,23706.16,68.1,931,4.69,6615.26,955.19,7570.450000000001,152,25,21013.36,1473.49,2404.21,1,0.88,4.0,1171,2743.37,5358.75,6,4,52.3,HIGH,28000.0,174.22,0.2206
GIG-106484,Swiggy,Chennai,1328.1277063357854,8638.48,37145.46,39.4,351,4.78,11395.32,4416.71,15812.029999999999,106,37,32207.19,4265.62,8043.79,0,1.0,6.9,1460,3362.75,4048.66,4,2,69.9,MEDIUM,67000.0,416.89,0.0662
GIG-106485,Ola,Chennai,864.2406065544491,4828.04,20760.57,50.1,690,3.62,6130.1,1264.0,7394.1,172,28,19130.239999999998,1122.75,1843.6,3,0.93,7.6,1460,2201.11,5284.35,4,2,54.8,HIGH,25000.0,155.56,0.2786
GIG-106486,Uber,Delhi NCR,769.725602695891,4384.97,18855.37,49.6,544,3.98,4255.72,794.19,5049.91,113,29,15544.25,2254.19,5359.73,2,0.7,7.0,1460,2458.69,2656.38,4,2,52.7,HIGH,23000.0,143.11,0.2633
GIG-106487,Urban Company,Ahmedabad,828.3662549938649,5401.05,23224.51,38.6,495,4.08,7201.24,2598.26,9799.5,140,16,18669.620000000003,2354.34,8934.61,2,0.89,1.2,365,2513.6,6075.6,4,2,59.9,HIGH,28000.0,174.22,0.2298
GIG-106488,Porter,Chennai,540.8236367536949,3392.37,14587.19,56.3,732,3.62,2006.41,662.99,2669.4,80,29,8375.68,5351.4,10044.05,2,0.77,2.8,856,1487.32,1816.27,4,3,59.7,HIGH,18000.0,112.0,0.2225
GIG-106489,Zomato,Bengaluru,1710.6100547279088,10142.85,43614.25,57.9,757,4.22,7756.62,3859.39,11616.01,130,30,28442.14,9929.94,26289.3,1,0.98,1.3,365,4513.15,12668.25,3,2,83.0,LOW,105000.0,653.33,0.0181
GIG-106490,Zomato,Kolkata,400.0,2707.17,11640.83,55.0,756,3.7,1433.82,487.76,1921.58,81,29,6286.6,3670.03,5675.07,1,0.85,1.5,434,1240.27,2818.94,4,2,63.2,MEDIUM,21000.0,130.67,0.1385
GIG-106491,Porter,Mumbai,1089.422089828312,6899.12,29666.22,49.5,670,3.78,8376.77,1270.11,9646.880000000001,114,38,21088.81,5520.83,9179.7,0,1.0,1.8,553,2791.11,7690.22,4,3,71.7,MEDIUM,53000.0,329.78,0.1113
GIG-106492,Porter,Delhi NCR,1011.2261178515657,6264.33,26936.62,33.1,369,3.84,6150.31,2525.93,8676.24,164,16,23568.93,2415.81,7334.97,0,1.0,6.5,1460,2571.24,6137.06,2,1,64.1,MEDIUM,48000.0,298.67,0.0695
GIG-106493,Swiggy,Hyderabad,900.6820999323122,6030.41,25930.76,65.5,893,3.87,5781.85,1743.96,7525.81,73,23,21940.47,3415.83,8550.6,0,1.0,6.2,1460,2624.03,6606.24,5,3,64.4,MEDIUM,47000.0,292.44,0.0796
GIG-106494,Urban Company,Hyderabad,1355.1108920675858,8601.71,36987.35,47.6,611,4.74,10805.39,3684.18,14489.57,93,27,30812.79,5506.52,19503.32,1,0.83,3.7,1132,3431.28,7783.29,4,2,72.6,MEDIUM,67000.0,416.89,0.1209
GIG-106495,Zomato,Pune,1028.677188768732,5977.67,25703.98,48.4,613,4.28,5795.28,1399.02,7194.299999999999,91,28,18278.28,4342.85,11182.48,1,0.94,4.1,1252,2854.99,3009.28,3,1,71.2,MEDIUM,46000.0,286.22,0.0656
GIG-106496,Blinkit,Pune,1250.227236689207,7465.66,32102.34,47.7,499,4.34,4703.91,3512.97,8216.88,137,17,22685.51,8067.53,27610.93,0,1.0,1.9,598,3748.45,8906.24,4,2,80.1,LOW,77000.0,479.11,0.0431
GIG-106497,Blinkit,Chennai,1098.3959914909342,7244.48,31151.26,51.6,562,3.88,8283.92,2492.4,10776.32,149,18,25620.21,3328.95,6188.56,0,1.0,0.9,284,3116.8,5747.18,4,3,64.3,MEDIUM,56000.0,348.44,0.0805
GIG-106498,Urban Company,Bengaluru,924.867304664883,5234.58,22508.69,53.2,490,4.58,5186.55,1544.07,6730.62,123,7,16232.11,3377.5,5739.45,2,0.9,7.5,1460,2836.16,4994.28,4,3,63.2,MEDIUM,41000.0,255.11,0.1307
GIG-106499,Zepto,Kolkata,528.3448808035565,3284.67,14124.08,36.1,301,4.77,2716.23,968.63,3684.86,141,24,9748.59,2352.5,9371.13,2,0.88,6.0,1460,1554.81,2311.61,4,3,62.9,MEDIUM,25000.0,155.56,0.121
GIG-106500,Urban Company,Pune,1150.0671929241603,7624.08,32783.54,35.8,373,4.85,7040.47,2059.69,9100.16,157,10,20933.85,7393.53,25258.65,3,0.79,1.8,567,3545.14,5594.76,4,3,76.6,LOW,79000.0,491.56,0.0375
GIG-106501,Zepto,Mumbai,1108.9485058068435,7328.34,31511.86,54.6,530,3.83,9273.36,2364.37,11637.73,126,16,24980.83,5501.6,20681.08,2,0.85,1.5,444,2787.42,5374.71,4,3,74.5,MEDIUM,57000.0,354.67,0.0642
