schema,table,ordinal,column,type,nullable,default,primary_key,unique,references,definition
policy,rules,10,expression_language,text,no,,no,no,,expression_language text NOT NULL
policy,rules,11,condition_expression,text,no,,no,no,,condition_expression text NOT NULL
policy,rules,12,message_template,text,no,,no,no,,message_template text NOT NULL
policy,rules,13,remediation_template,text,yes,,no,no,,remediation_template text
policy,rules,14,evaluation_order,integer,no,100,no,no,,evaluation_order integer NOT NULL DEFAULT 100
policy,rules,15,enabled,boolean,no,true,no,no,,enabled boolean NOT NULL DEFAULT true
policy,rules,16,fail_closed,boolean,no,true,no,no,,fail_closed boolean NOT NULL DEFAULT true
policy,rules,17,policy_section_id,uuid,yes,,no,no,policy.policy_sections(id),policy_section_id uuid REFERENCES policy.policy_sections(id)
policy,rules,18,input_schema,jsonb,no,'{}',no,no,,input_schema jsonb NOT NULL DEFAULT '{}'
policy,rules,19,output_schema,jsonb,no,'{}',no,no,,output_schema jsonb NOT NULL DEFAULT '{}'
policy,rules,20,metadata,jsonb,no,'{}',no,no,,metadata jsonb NOT NULL DEFAULT '{}'
policy,rules,21,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
policy,rules,22,updated_at,timestamptz,no,now(),no,no,,updated_at timestamptz NOT NULL DEFAULT now()
policy,rules,23,row_version,bigint,no,1,no,no,,row_version bigint NOT NULL DEFAULT 1
policy,rules,24,"UNIQUE(rule_set_id,rule_code)",,yes,,no,yes,,"UNIQUE(rule_set_id,rule_code)"
policy,rule_parameters,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,rule_parameters,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,rule_parameters,3,rule_id,uuid,no,,no,no,policy.rules(id),rule_id uuid NOT NULL REFERENCES policy.rules(id) ON DELETE CASCADE
policy,rule_parameters,4,parameter_key,citext,no,,no,no,,parameter_key citext NOT NULL
policy,rule_parameters,5,data_type,text,no,,no,no,,data_type text NOT NULL
policy,rule_parameters,6,default_value,jsonb,yes,,no,no,,default_value jsonb
policy,rule_parameters,7,required,boolean,no,false,no,no,,required boolean NOT NULL DEFAULT false
policy,rule_parameters,8,allowed_values,jsonb,yes,,no,no,,allowed_values jsonb
policy,rule_parameters,9,validation_expression,text,yes,,no,no,,validation_expression text
policy,rule_parameters,10,description,text,yes,,no,no,,description text
policy,rule_parameters,11,"UNIQUE(rule_id,parameter_key)",,yes,,no,yes,,"UNIQUE(rule_id,parameter_key)"
policy,rule_parameter_overrides,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,rule_parameter_overrides,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,rule_parameter_overrides,3,rule_parameter_id,uuid,no,,no,no,policy.rule_parameters(id),rule_parameter_id uuid NOT NULL REFERENCES policy.rule_parameters(id) ON DELETE CASCADE
policy,rule_parameter_overrides,4,facility_id,uuid,yes,,no,no,core.facilities(id),facility_id uuid REFERENCES core.facilities(id)
policy,rule_parameter_overrides,5,department_id,uuid,yes,,no,no,core.departments(id),department_id uuid REFERENCES core.departments(id)
policy,rule_parameter_overrides,6,incident_type_id,uuid,yes,,no,no,incident.incident_types(id),incident_type_id uuid REFERENCES incident.incident_types(id)
policy,rule_parameter_overrides,7,override_value,jsonb,no,,no,no,,override_value jsonb NOT NULL
policy,rule_parameter_overrides,8,reason,text,no,,no,no,,reason text NOT NULL
policy,rule_parameter_overrides,9,valid_from,timestamptz,no,,no,no,,valid_from timestamptz NOT NULL
policy,rule_parameter_overrides,10,valid_to,timestamptz,yes,,no,no,,valid_to timestamptz
policy,rule_parameter_overrides,11,approved_by,uuid,yes,,no,no,iam.users(id),approved_by uuid REFERENCES iam.users(id)
policy,rule_parameter_overrides,12,approved_at,timestamptz,yes,,no,no,,approved_at timestamptz
policy,rule_applicability,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,rule_applicability,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,rule_applicability,3,rule_id,uuid,no,,no,no,policy.rules(id),rule_id uuid NOT NULL REFERENCES policy.rules(id) ON DELETE CASCADE
policy,rule_applicability,4,facility_id,uuid,yes,,no,no,core.facilities(id),facility_id uuid REFERENCES core.facilities(id)
policy,rule_applicability,5,department_id,uuid,yes,,no,no,core.departments(id),department_id uuid REFERENCES core.departments(id)
policy,rule_applicability,6,service_line_id,uuid,yes,,no,no,core.service_lines(id),service_line_id uuid REFERENCES core.service_lines(id)
policy,rule_applicability,7,incident_type_id,uuid,yes,,no,no,incident.incident_types(id),incident_type_id uuid REFERENCES incident.incident_types(id)
policy,rule_applicability,8,care_level,text,yes,,no,no,,care_level text
policy,rule_applicability,9,applicability_expression,text,yes,,no,no,,applicability_expression text
policy,rule_applicability,10,include,boolean,no,true,no,no,,include boolean NOT NULL DEFAULT true
policy,rule_applicability,11,priority,integer,no,100,no,no,,priority integer NOT NULL DEFAULT 100
policy,rule_dependencies,1,rule_id,uuid,no,,no,no,policy.rules(id),rule_id uuid NOT NULL REFERENCES policy.rules(id) ON DELETE CASCADE
policy,rule_dependencies,2,depends_on_rule_id,uuid,no,,no,no,policy.rules(id),depends_on_rule_id uuid NOT NULL REFERENCES policy.rules(id) ON DELETE CASCADE
policy,rule_dependencies,3,dependency_type,text,no,,no,no,,dependency_type text NOT NULL
policy,rule_dependencies,4,CHECK(rule_id<>depends_on_rule_id),,yes,,no,no,,CHECK(rule_id<>depends_on_rule_id)
policy,rule_tests,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,rule_tests,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,rule_tests,3,rule_id,uuid,no,,no,no,policy.rules(id),rule_id uuid NOT NULL REFERENCES policy.rules(id) ON DELETE CASCADE
policy,rule_tests,4,test_name,text,no,,no,no,,test_name text NOT NULL
policy,rule_tests,5,input_fixture,jsonb,no,,no,no,,input_fixture jsonb NOT NULL
policy,rule_tests,6,expected_result,jsonb,no,,no,no,,expected_result jsonb NOT NULL
policy,rule_tests,7,last_run_at,timestamptz,yes,,no,no,,last_run_at timestamptz
policy,rule_tests,8,last_outcome,text,yes,,no,no,,last_outcome text
policy,rule_tests,9,last_error,text,yes,,no,no,,last_error text
policy,rule_tests,10,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
policy,rule_tests,11,"UNIQUE(rule_id,test_name)",,yes,,no,yes,,"UNIQUE(rule_id,test_name)"
policy,evidence_requirements,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,evidence_requirements,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,evidence_requirements,3,rule_id,uuid,no,,no,no,policy.rules(id),rule_id uuid NOT NULL REFERENCES policy.rules(id) ON DELETE CASCADE
policy,evidence_requirements,4,evidence_type,text,no,,no,no,,evidence_type text NOT NULL
policy,evidence_requirements,5,source_type,text,no,,no,no,,source_type text NOT NULL
policy,evidence_requirements,6,freshness_minutes,integer,yes,,no,no,,freshness_minutes integer CHECK(freshness_minutes>0)
policy,evidence_requirements,7,minimum_confidence,core.probability,yes,,no,no,,minimum_confidence core.probability
policy,evidence_requirements,8,mandatory,boolean,no,true,no,no,,mandatory boolean NOT NULL DEFAULT true
policy,evidence_requirements,9,description,text,yes,,no,no,,description text
policy,policy_acknowledgements,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,policy_acknowledgements,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,policy_acknowledgements,3,policy_version_id,uuid,no,,no,no,policy.policy_versions(id),policy_version_id uuid NOT NULL REFERENCES policy.policy_versions(id) ON DELETE CASCADE
policy,policy_acknowledgements,4,user_id,uuid,no,,no,no,iam.users(id),user_id uuid NOT NULL REFERENCES iam.users(id) ON DELETE CASCADE
policy,policy_acknowledgements,5,acknowledged_at,timestamptz,no,,no,no,,acknowledged_at timestamptz NOT NULL
policy,policy_acknowledgements,6,acknowledgement_type,text,no,,no,no,,acknowledgement_type text NOT NULL
policy,policy_acknowledgements,7,signature_reference,text,yes,,no,no,,signature_reference text
policy,policy_acknowledgements,8,"UNIQUE(policy_version_id,user_id,acknowledgement_type)",,yes,,no,yes,,"UNIQUE(policy_version_id,user_id,acknowledgement_type)"
policy,override_authorities,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,override_authorities,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,override_authorities,3,override_type,text,no,,no,no,,override_type text NOT NULL
policy,override_authorities,4,minimum_severity,core.severity_level,no,,no,no,,minimum_severity core.severity_level NOT NULL
policy,override_authorities,5,role_id,uuid,yes,,no,no,iam.roles(id),role_id uuid REFERENCES iam.roles(id)
policy,override_authorities,6,command_position_id,uuid,yes,,no,no,incident.command_position_definitions(id),command_position_id uuid REFERENCES incident.command_position_definitions(id)
policy,override_authorities,7,requires_dual_approval,boolean,no,false,no,no,,requires_dual_approval boolean NOT NULL DEFAULT false
policy,override_authorities,8,maximum_duration_minutes,integer,yes,,no,no,,maximum_duration_minutes integer
policy,override_authorities,9,required_justification_fields,jsonb,no,'[]',no,no,,required_justification_fields jsonb NOT NULL DEFAULT '[]'
policy,override_authorities,10,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
policy,override_requests,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,override_requests,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,override_requests,3,incident_id,uuid,yes,,no,no,incident.incidents(id),incident_id uuid REFERENCES incident.incidents(id)
policy,override_requests,4,plan_id,uuid,yes,,no,no,,plan_id uuid
policy,override_requests,5,rule_id,uuid,no,,no,no,policy.rules(id),rule_id uuid NOT NULL REFERENCES policy.rules(id)
policy,override_requests,6,requested_by,uuid,no,,no,no,iam.users(id),requested_by uuid NOT NULL REFERENCES iam.users(id)
policy,override_requests,7,requested_at,timestamptz,no,now(),no,no,,requested_at timestamptz NOT NULL DEFAULT now()
policy,override_requests,8,justification,text,no,,no,no,,justification text NOT NULL
policy,override_requests,9,proposed_controls,jsonb,no,'[]',no,no,,proposed_controls jsonb NOT NULL DEFAULT '[]'
policy,override_requests,10,requested_duration_minutes,integer,yes,,no,no,,requested_duration_minutes integer
policy,override_requests,11,status,core.approval_status,no,'pending',no,no,,status core.approval_status NOT NULL DEFAULT 'pending'
policy,override_requests,12,expires_at,timestamptz,yes,,no,no,,expires_at timestamptz
policy,override_requests,13,decided_by,uuid,yes,,no,no,iam.users(id),decided_by uuid REFERENCES iam.users(id)
policy,override_requests,14,decided_at,timestamptz,yes,,no,no,,decided_at timestamptz
policy,override_requests,15,decision_reason,text,yes,,no,no,,decision_reason text
policy,override_requests,16,second_approver,uuid,yes,,no,no,iam.users(id),second_approver uuid REFERENCES iam.users(id)
policy,override_requests,17,second_approved_at,timestamptz,yes,,no,no,,second_approved_at timestamptz
policy,evaluation_sessions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,evaluation_sessions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,evaluation_sessions,3,incident_id,uuid,yes,,no,no,incident.incidents(id),incident_id uuid REFERENCES incident.incidents(id)
policy,evaluation_sessions,4,subject_type,text,no,,no,no,,subject_type text NOT NULL
policy,evaluation_sessions,5,subject_id,uuid,no,,no,no,,subject_id uuid NOT NULL
policy,evaluation_sessions,6,rule_set_id,uuid,no,,no,no,policy.rule_sets(id),rule_set_id uuid NOT NULL REFERENCES policy.rule_sets(id)
policy,evaluation_sessions,7,started_at,timestamptz,no,now(),no,no,,started_at timestamptz NOT NULL DEFAULT now()
policy,evaluation_sessions,8,completed_at,timestamptz,yes,,no,no,,completed_at timestamptz
policy,evaluation_sessions,9,status,core.execution_status,no,'running',no,no,,status core.execution_status NOT NULL DEFAULT 'running'
policy,evaluation_sessions,10,input_snapshot_hash,core.sha256_hex,yes,,no,no,,input_snapshot_hash core.sha256_hex
policy,evaluation_sessions,11,input_snapshot,jsonb,no,,no,no,,input_snapshot jsonb NOT NULL
policy,evaluation_sessions,12,engine_metadata,jsonb,no,'{}',no,no,,engine_metadata jsonb NOT NULL DEFAULT '{}'
policy,evaluation_sessions,13,initiated_by,uuid,yes,,no,no,,initiated_by uuid
policy,evaluation_sessions,14,correlation_id,uuid,no,gen_random_uuid(),no,no,,correlation_id uuid NOT NULL DEFAULT gen_random_uuid()
policy,rule_evaluations,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,rule_evaluations,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,rule_evaluations,3,evaluation_session_id,uuid,no,,no,no,policy.evaluation_sessions(id),evaluation_session_id uuid NOT NULL REFERENCES policy.evaluation_sessions(id) ON DELETE CASCADE
policy,rule_evaluations,4,rule_id,uuid,no,,no,no,policy.rules(id),rule_id uuid NOT NULL REFERENCES policy.rules(id)
policy,rule_evaluations,5,outcome,text,no,,no,no,,"outcome text NOT NULL CHECK(outcome IN('pass','fail','indeterminate','error','not_applicable'))"
policy,rule_evaluations,6,evaluated_at,timestamptz,no,now(),no,no,,evaluated_at timestamptz NOT NULL DEFAULT now()
policy,rule_evaluations,7,duration_ms,integer,yes,,no,no,,duration_ms integer CHECK(duration_ms>=0)
policy,rule_evaluations,8,input_facts,jsonb,no,'{}',no,no,,input_facts jsonb NOT NULL DEFAULT '{}'
policy,rule_evaluations,9,output_facts,jsonb,no,'{}',no,no,,output_facts jsonb NOT NULL DEFAULT '{}'
policy,rule_evaluations,10,evidence,jsonb,no,'[]',no,no,,evidence jsonb NOT NULL DEFAULT '[]'
policy,rule_evaluations,11,message,text,yes,,no,no,,message text
policy,rule_evaluations,12,error_detail,text,yes,,no,no,,error_detail text
policy,rule_evaluations,13,"UNIQUE(evaluation_session_id,rule_id)",,yes,,no,yes,,"UNIQUE(evaluation_session_id,rule_id)"
policy,violations,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,violations,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,violations,3,evaluation_session_id,uuid,no,,no,no,policy.evaluation_sessions(id),evaluation_session_id uuid NOT NULL REFERENCES policy.evaluation_sessions(id) ON DELETE CASCADE
policy,violations,4,rule_evaluation_id,uuid,no,,no,no,policy.rule_evaluations(id),rule_evaluation_id uuid NOT NULL REFERENCES policy.rule_evaluations(id) ON DELETE CASCADE
policy,violations,5,incident_id,uuid,yes,,no,no,incident.incidents(id),incident_id uuid REFERENCES incident.incidents(id)
policy,violations,6,plan_id,uuid,yes,,no,no,,plan_id uuid
policy,violations,7,violation_code,text,no,,no,no,,violation_code text NOT NULL
policy,violations,8,severity,core.severity_level,no,,no,no,,severity core.severity_level NOT NULL
policy,violations,9,constraint_strength,core.constraint_strength,no,,no,no,,constraint_strength core.constraint_strength NOT NULL
policy,violations,10,status,core.violation_status,no,'open',no,no,,status core.violation_status NOT NULL DEFAULT 'open'
policy,violations,11,summary,text,no,,no,no,,summary text NOT NULL
policy,violations,12,details,jsonb,no,,no,no,,details jsonb NOT NULL
policy,violations,13,affected_entities,jsonb,no,'[]',no,no,,affected_entities jsonb NOT NULL DEFAULT '[]'
policy,violations,14,detected_at,timestamptz,no,now(),no,no,,detected_at timestamptz NOT NULL DEFAULT now()
policy,violations,15,acknowledged_by,uuid,yes,,no,no,iam.users(id),acknowledged_by uuid REFERENCES iam.users(id)
policy,violations,16,acknowledged_at,timestamptz,yes,,no,no,,acknowledged_at timestamptz
policy,violations,17,resolved_at,timestamptz,yes,,no,no,,resolved_at timestamptz
policy,violations,18,override_request_id,uuid,yes,,no,no,policy.override_requests(id),override_request_id uuid REFERENCES policy.override_requests(id)
policy,remediation_actions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
policy,remediation_actions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
policy,remediation_actions,3,violation_id,uuid,no,,no,no,policy.violations(id),violation_id uuid NOT NULL REFERENCES policy.violations(id) ON DELETE CASCADE
policy,remediation_actions,4,action_type,text,no,,no,no,,action_type text NOT NULL
policy,remediation_actions,5,description,text,no,,no,no,,description text NOT NULL
policy,remediation_actions,6,assigned_to_user_id,uuid,yes,,no,no,iam.users(id),assigned_to_user_id uuid REFERENCES iam.users(id)
policy,remediation_actions,7,due_at,timestamptz,yes,,no,no,,due_at timestamptz
policy,remediation_actions,8,status,core.task_status,no,'ready',no,no,,status core.task_status NOT NULL DEFAULT 'ready'
policy,remediation_actions,9,completed_at,timestamptz,yes,,no,no,,completed_at timestamptz
policy,remediation_actions,10,evidence,jsonb,no,'{}',no,no,,evidence jsonb NOT NULL DEFAULT '{}'
policy,remediation_actions,11,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
planning,scenarios,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
planning,scenarios,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
planning,scenarios,3,incident_id,uuid,yes,,no,no,incident.incidents(id),incident_id uuid REFERENCES incident.incidents(id) ON DELETE CASCADE
planning,scenarios,4,facility_id,uuid,no,,no,no,core.facilities(id),facility_id uuid NOT NULL REFERENCES core.facilities(id)
planning,scenarios,5,scenario_code,citext,no,,no,no,,scenario_code citext NOT NULL
planning,scenarios,6,name,text,no,,no,no,,name text NOT NULL
planning,scenarios,7,description,text,yes,,no,no,,description text
planning,scenarios,8,status,core.record_status,no,'draft',no,no,,status core.record_status NOT NULL DEFAULT 'draft'
planning,scenarios,9,horizon_starts_at,timestamptz,no,,no,no,,horizon_starts_at timestamptz NOT NULL
planning,scenarios,10,horizon_ends_at,timestamptz,no,,no,no,,horizon_ends_at timestamptz NOT NULL
planning,scenarios,11,time_bucket_minutes,integer,no,15,no,no,,time_bucket_minutes integer NOT NULL DEFAULT 15 CHECK(time_bucket_minutes>0)
planning,scenarios,12,created_by,uuid,yes,,no,no,iam.users(id),created_by uuid REFERENCES iam.users(id)
planning,scenarios,13,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
planning,scenarios,14,updated_at,timestamptz,no,now(),no,no,,updated_at timestamptz NOT NULL DEFAULT now()
planning,scenarios,15,row_version,bigint,no,1,no,no,,row_version bigint NOT NULL DEFAULT 1
planning,scenarios,16,"UNIQUE(tenant_id,scenario_code)",,yes,,no,yes,,"UNIQUE(tenant_id,scenario_code)"
planning,scenarios,17,CHECK(horizon_ends_at>horizon_starts_at),,yes,,no,no,,CHECK(horizon_ends_at>horizon_starts_at)
planning,scenario_versions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
planning,scenario_versions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
planning,scenario_versions,3,scenario_id,uuid,no,,no,no,planning.scenarios(id),scenario_id uuid NOT NULL REFERENCES planning.scenarios(id) ON DELETE CASCADE
planning,scenario_versions,4,version_number,integer,no,,no,no,,version_number integer NOT NULL
planning,scenario_versions,5,status,core.record_status,no,'draft',no,no,,status core.record_status NOT NULL DEFAULT 'draft'
planning,scenario_versions,6,base_version_id,uuid,yes,,no,no,planning.scenario_versions(id),base_version_id uuid REFERENCES planning.scenario_versions(id)
planning,scenario_versions,7,change_summary,text,yes,,no,no,,change_summary text
planning,scenario_versions,8,input_hash,core.sha256_hex,yes,,no,no,,input_hash core.sha256_hex
planning,scenario_versions,9,frozen_at,timestamptz,yes,,no,no,,frozen_at timestamptz
planning,scenario_versions,10,frozen_by,uuid,yes,,no,no,iam.users(id),frozen_by uuid REFERENCES iam.users(id)
planning,scenario_versions,11,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
planning,scenario_versions,12,"UNIQUE(scenario_id,version_number)",,yes,,no,yes,,"UNIQUE(scenario_id,version_number)"
planning,baseline_snapshots,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
planning,baseline_snapshots,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
planning,baseline_snapshots,3,scenario_version_id,uuid,no,,no,no,planning.scenario_versions(id),scenario_version_id uuid NOT NULL REFERENCES planning.scenario_versions(id) ON DELETE CASCADE
planning,baseline_snapshots,4,as_of,timestamptz,no,,no,no,,as_of timestamptz NOT NULL
planning,baseline_snapshots,5,source_watermarks,jsonb,no,,no,no,,source_watermarks jsonb NOT NULL
planning,baseline_snapshots,6,bed_snapshot,jsonb,no,,no,no,,bed_snapshot jsonb NOT NULL
planning,baseline_snapshots,7,staffing_snapshot,jsonb,no,,no,no,,staffing_snapshot jsonb NOT NULL
planning,baseline_snapshots,8,patient_flow_snapshot,jsonb,no,,no,no,,patient_flow_snapshot jsonb NOT NULL
planning,baseline_snapshots,9,inventory_snapshot,jsonb,no,,no,no,,inventory_snapshot jsonb NOT NULL
planning,baseline_snapshots,10,external_context_snapshot,jsonb,no,'{}',no,no,,external_context_snapshot jsonb NOT NULL DEFAULT '{}'
planning,baseline_snapshots,11,snapshot_hash,core.sha256_hex,no,,no,no,,snapshot_hash core.sha256_hex NOT NULL
planning,baseline_snapshots,12,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
planning,baseline_snapshots,13,"UNIQUE(scenario_version_id,snapshot_hash)",,yes,,no,yes,,"UNIQUE(scenario_version_id,snapshot_hash)"
planning,scenario_inputs,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
planning,scenario_inputs,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
planning,scenario_inputs,3,scenario_version_id,uuid,no,,no,no,planning.scenario_versions(id),scenario_version_id uuid NOT NULL REFERENCES planning.scenario_versions(id) ON DELETE CASCADE
planning,scenario_inputs,4,input_namespace,text,no,,no,no,,input_namespace text NOT NULL
planning,scenario_inputs,5,input_key,text,no,,no,no,,input_key text NOT NULL
planning,scenario_inputs,6,value,jsonb,no,,no,no,,value jsonb NOT NULL
planning,scenario_inputs,7,unit,text,yes,,no,no,,unit text
planning,scenario_inputs,8,source_kind,core.source_kind,no,,no,no,,source_kind core.source_kind NOT NULL
planning,scenario_inputs,9,source_reference,text,yes,,no,no,,source_reference text
planning,scenario_inputs,10,confidence,core.probability,yes,,no,no,,confidence core.probability
planning,scenario_inputs,11,valid_from,timestamptz,yes,,no,no,,valid_from timestamptz
planning,scenario_inputs,12,valid_to,timestamptz,yes,,no,no,,valid_to timestamptz
planning,scenario_inputs,13,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
planning,scenario_inputs,14,"UNIQUE(scenario_version_id,input_namespace,input_key,valid_from)",,yes,,no,yes,,"UNIQUE(scenario_version_id,input_namespace,input_key,valid_from)"
planning,assumptions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
planning,assumptions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
planning,assumptions,3,scenario_version_id,uuid,no,,no,no,planning.scenario_versions(id),scenario_version_id uuid NOT NULL REFERENCES planning.scenario_versions(id) ON DELETE CASCADE
planning,assumptions,4,assumption_code,citext,no,,no,no,,assumption_code citext NOT NULL
planning,assumptions,5,description,text,no,,no,no,,description text NOT NULL
planning,assumptions,6,value,jsonb,no,,no,no,,value jsonb NOT NULL
planning,assumptions,7,rationale,text,yes,,no,no,,rationale text
planning,assumptions,8,confidence,core.probability,yes,,no,no,,confidence core.probability
planning,assumptions,9,sensitivity_range,jsonb,yes,,no,no,,sensitivity_range jsonb
planning,assumptions,10,approved_by,uuid,yes,,no,no,iam.users(id),approved_by uuid REFERENCES iam.users(id)
planning,assumptions,11,approved_at,timestamptz,yes,,no,no,,approved_at timestamptz
planning,assumptions,12,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
planning,assumptions,13,"UNIQUE(scenario_version_id,assumption_code)",,yes,,no,yes,,"UNIQUE(scenario_version_id,assumption_code)"
planning,demand_observations,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
planning,demand_observations,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
planning,demand_observations,3,facility_id,uuid,no,,no,no,core.facilities(id),facility_id uuid NOT NULL REFERENCES core.facilities(id)
planning,demand_observations,4,department_id,uuid,yes,,no,no,core.departments(id),department_id uuid REFERENCES core.departments(id)
planning,demand_observations,5,service_line_id,uuid,yes,,no,no,core.service_lines(id),service_line_id uuid REFERENCES core.service_lines(id)
planning,demand_observations,6,cohort_id,uuid,yes,,no,no,clinical.patient_cohorts(id),cohort_id uuid REFERENCES clinical.patient_cohorts(id)
planning,demand_observations,7,metric_code,text,no,,no,no,,metric_code text NOT NULL
planning,demand_observations,8,bucket_start,timestamptz,no,,no,no,,bucket_start timestamptz NOT NULL
planning,demand_observations,9,bucket_end,timestamptz,no,,no,no,,bucket_end timestamptz NOT NULL
planning,demand_observations,10,observed_value,"numeric(18,6)",no,,no,no,,"observed_value numeric(18,6) NOT NULL"
planning,demand_observations,11,unit,text,no,,no,no,,unit text NOT NULL
planning,demand_observations,12,source_kind,core.source_kind,no,,no,no,,source_kind core.source_kind NOT NULL
planning,demand_observations,13,source_reference,text,yes,,no,no,,source_reference text
planning,demand_observations,14,quality_score,core.probability,yes,,no,no,,quality_score core.probability
planning,demand_observations,15,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
planning,demand_observations,16,CHECK(bucket_end>bucket_start),,yes,,no,no,,CHECK(bucket_end>bucket_start)
planning,forecast_models,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
planning,forecast_models,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
